cantidad,escenario,escenario_etiqueta,estado,factor_demanda_inventario,factor_demanda_organos,producto,semilla,simulacion
7,estres_1_base,Base,completed,1.0,1.0,rinon,68,1
243,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,68,1
4,estres_1_base,Base,completed,1.0,1.0,pulmon,68,1
460,estres_1_base,Base,completed,1.0,1.0,sangre,68,1
183,estres_1_base,Base,completed,1.0,1.0,plasma,68,1
224,estres_1_base,Base,completed,1.0,1.0,antibiotico,68,1
222,estres_1_base,Base,completed,1.0,1.0,analgesico,68,1
179,estres_1_base,Base,completed,1.0,1.0,medicamento_general,68,1
977,estres_1_base,Base,completed,1.0,1.0,suero,68,1
253,estres_1_base,Base,completed,1.0,1.0,material_sanitario,68,1
10,estres_1_base,Base,completed,1.0,1.0,pancreas,68,1
1,estres_1_base,Base,completed,1.0,1.0,corazon,68,1
7,estres_1_base,Base,pending,1.0,1.0,suero,68,1
1,estres_1_base,Base,pending,1.0,1.0,plasma,68,1
1,estres_1_base,Base,pending,1.0,1.0,material_sanitario,68,1
233,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,69,2
2,estres_1_base,Base,completed,1.0,1.0,corazon,69,2
456,estres_1_base,Base,completed,1.0,1.0,sangre,69,2
229,estres_1_base,Base,completed,1.0,1.0,antibiotico,69,2
185,estres_1_base,Base,completed,1.0,1.0,plasma,69,2
219,estres_1_base,Base,completed,1.0,1.0,analgesico,69,2
179,estres_1_base,Base,completed,1.0,1.0,medicamento_general,69,2
997,estres_1_base,Base,completed,1.0,1.0,suero,69,2
6,estres_1_base,Base,completed,1.0,1.0,rinon,69,2
10,estres_1_base,Base,completed,1.0,1.0,pancreas,69,2
252,estres_1_base,Base,completed,1.0,1.0,material_sanitario,69,2
1,estres_1_base,Base,completed,1.0,1.0,pulmon,69,2
3,estres_1_base,Base,pending,1.0,1.0,suero,69,2
6,estres_1_base,Base,completed,1.0,1.0,pancreas,70,3
242,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,70,3
462,estres_1_base,Base,completed,1.0,1.0,sangre,70,3
11,estres_1_base,Base,completed,1.0,1.0,rinon,70,3
190,estres_1_base,Base,completed,1.0,1.0,plasma,70,3
226,estres_1_base,Base,completed,1.0,1.0,antibiotico,70,3
219,estres_1_base,Base,completed,1.0,1.0,analgesico,70,3
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,70,3
4,estres_1_base,Base,completed,1.0,1.0,pulmon,70,3
1024,estres_1_base,Base,completed,1.0,1.0,suero,70,3
262,estres_1_base,Base,completed,1.0,1.0,material_sanitario,70,3
2,estres_1_base,Base,completed,1.0,1.0,corazon,70,3
5,estres_1_base,Base,completed,1.0,1.0,pancreas,71,4
239,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,71,4
460,estres_1_base,Base,completed,1.0,1.0,sangre,71,4
7,estres_1_base,Base,completed,1.0,1.0,pulmon,71,4
5,estres_1_base,Base,completed,1.0,1.0,rinon,71,4
227,estres_1_base,Base,completed,1.0,1.0,antibiotico,71,4
178,estres_1_base,Base,completed,1.0,1.0,plasma,71,4
219,estres_1_base,Base,completed,1.0,1.0,analgesico,71,4
180,estres_1_base,Base,completed,1.0,1.0,medicamento_general,71,4
1000,estres_1_base,Base,completed,1.0,1.0,suero,71,4
260,estres_1_base,Base,completed,1.0,1.0,material_sanitario,71,4
2,estres_1_base,Base,completed,1.0,1.0,corazon,71,4
6,estres_1_base,Base,completed,1.0,1.0,rinon,72,5
233,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,72,5
6,estres_1_base,Base,completed,1.0,1.0,pancreas,72,5
468,estres_1_base,Base,completed,1.0,1.0,sangre,72,5
227,estres_1_base,Base,completed,1.0,1.0,antibiotico,72,5
178,estres_1_base,Base,completed,1.0,1.0,plasma,72,5
222,estres_1_base,Base,completed,1.0,1.0,analgesico,72,5
181,estres_1_base,Base,completed,1.0,1.0,medicamento_general,72,5
3,estres_1_base,Base,completed,1.0,1.0,pulmon,72,5
1032,estres_1_base,Base,completed,1.0,1.0,suero,72,5
264,estres_1_base,Base,completed,1.0,1.0,material_sanitario,72,5
239,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,73,6
452,estres_1_base,Base,completed,1.0,1.0,sangre,73,6
2,estres_1_base,Base,completed,1.0,1.0,pulmon,73,6
8,estres_1_base,Base,completed,1.0,1.0,rinon,73,6
184,estres_1_base,Base,completed,1.0,1.0,plasma,73,6
220,estres_1_base,Base,completed,1.0,1.0,antibiotico,73,6
223,estres_1_base,Base,completed,1.0,1.0,analgesico,73,6
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,73,6
8,estres_1_base,Base,completed,1.0,1.0,pancreas,73,6
999,estres_1_base,Base,completed,1.0,1.0,suero,73,6
252,estres_1_base,Base,completed,1.0,1.0,material_sanitario,73,6
1,estres_1_base,Base,completed,1.0,1.0,corazon,73,6
1,estres_1_base,Base,pending,1.0,1.0,suero,73,6
5,estres_1_base,Base,completed,1.0,1.0,rinon,74,7
243,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,74,7
8,estres_1_base,Base,completed,1.0,1.0,pancreas,74,7
456,estres_1_base,Base,completed,1.0,1.0,sangre,74,7
182,estres_1_base,Base,completed,1.0,1.0,plasma,74,7
226,estres_1_base,Base,completed,1.0,1.0,antibiotico,74,7
220,estres_1_base,Base,completed,1.0,1.0,analgesico,74,7
179,estres_1_base,Base,completed,1.0,1.0,medicamento_general,74,7
1008,estres_1_base,Base,completed,1.0,1.0,suero,74,7
252,estres_1_base,Base,completed,1.0,1.0,material_sanitario,74,7
3,estres_1_base,Base,completed,1.0,1.0,pulmon,74,7
1,estres_1_base,Base,completed,1.0,1.0,corazon,74,7
8,estres_1_base,Base,pending,1.0,1.0,suero,74,7
1,estres_1_base,Base,pending,1.0,1.0,antibiotico,74,7
2,estres_1_base,Base,pending,1.0,1.0,plasma,74,7
231,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,75,8
448,estres_1_base,Base,completed,1.0,1.0,sangre,75,8
180,estres_1_base,Base,completed,1.0,1.0,plasma,75,8
228,estres_1_base,Base,completed,1.0,1.0,antibiotico,75,8
225,estres_1_base,Base,completed,1.0,1.0,analgesico,75,8
7,estres_1_base,Base,completed,1.0,1.0,rinon,75,8
5,estres_1_base,Base,completed,1.0,1.0,pancreas,75,8
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,75,8
3,estres_1_base,Base,completed,1.0,1.0,pulmon,75,8
984,estres_1_base,Base,completed,1.0,1.0,suero,75,8
258,estres_1_base,Base,completed,1.0,1.0,material_sanitario,75,8
1,estres_1_base,Base,completed,1.0,1.0,corazon,75,8
11,estres_1_base,Base,completed,1.0,1.0,rinon,76,9
235,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,76,9
478,estres_1_base,Base,completed,1.0,1.0,sangre,76,9
227,estres_1_base,Base,completed,1.0,1.0,antibiotico,76,9
6,estres_1_base,Base,completed,1.0,1.0,pancreas,76,9
1,estres_1_base,Base,completed,1.0,1.0,corazon,76,9
220,estres_1_base,Base,completed,1.0,1.0,analgesico,76,9
180,estres_1_base,Base,completed,1.0,1.0,plasma,76,9
175,estres_1_base,Base,completed,1.0,1.0,medicamento_general,76,9
2,estres_1_base,Base,completed,1.0,1.0,pulmon,76,9
1008,estres_1_base,Base,completed,1.0,1.0,suero,76,9
256,estres_1_base,Base,completed,1.0,1.0,material_sanitario,76,9
13,estres_1_base,Base,completed,1.0,1.0,pancreas,77,10
2,estres_1_base,Base,completed,1.0,1.0,corazon,77,10
234,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,77,10
456,estres_1_base,Base,completed,1.0,1.0,sangre,77,10
224,estres_1_base,Base,completed,1.0,1.0,antibiotico,77,10
180,estres_1_base,Base,completed,1.0,1.0,plasma,77,10
221,estres_1_base,Base,completed,1.0,1.0,analgesico,77,10
179,estres_1_base,Base,completed,1.0,1.0,medicamento_general,77,10
992,estres_1_base,Base,completed,1.0,1.0,suero,77,10
254,estres_1_base,Base,completed,1.0,1.0,material_sanitario,77,10
3,estres_1_base,Base,completed,1.0,1.0,rinon,77,10
1,estres_1_base,Base,completed,1.0,1.0,pulmon,77,10
2,estres_1_base,Base,pending,1.0,1.0,sangre,77,10
6,estres_1_base,Base,completed,1.0,1.0,pancreas,78,11
233,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,78,11
468,estres_1_base,Base,completed,1.0,1.0,sangre,78,11
2,estres_1_base,Base,completed,1.0,1.0,pulmon,78,11
2,estres_1_base,Base,completed,1.0,1.0,corazon,78,11
227,estres_1_base,Base,completed,1.0,1.0,antibiotico,78,11
223,estres_1_base,Base,completed,1.0,1.0,analgesico,78,11
182,estres_1_base,Base,completed,1.0,1.0,plasma,78,11
5,estres_1_base,Base,completed,1.0,1.0,rinon,78,11
177,estres_1_base,Base,completed,1.0,1.0,medicamento_general,78,11
992,estres_1_base,Base,completed,1.0,1.0,suero,78,11
260,estres_1_base,Base,completed,1.0,1.0,material_sanitario,78,11
10,estres_1_base,Base,completed,1.0,1.0,rinon,79,12
465,estres_1_base,Base,completed,1.0,1.0,sangre,79,12
231,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,79,12
227,estres_1_base,Base,completed,1.0,1.0,antibiotico,79,12
218,estres_1_base,Base,completed,1.0,1.0,analgesico,79,12
179,estres_1_base,Base,completed,1.0,1.0,plasma,79,12
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,79,12
1017,estres_1_base,Base,completed,1.0,1.0,suero,79,12
252,estres_1_base,Base,completed,1.0,1.0,material_sanitario,79,12
4,estres_1_base,Base,completed,1.0,1.0,pancreas,79,12
1,estres_1_base,Base,completed,1.0,1.0,corazon,79,12
2,estres_1_base,Base,completed,1.0,1.0,pulmon,79,12
1,estres_1_base,Base,pending,1.0,1.0,sangre,79,12
15,estres_1_base,Base,pending,1.0,1.0,suero,79,12
1,estres_1_base,Base,pending,1.0,1.0,antibiotico,79,12
2,estres_1_base,Base,pending,1.0,1.0,plasma,79,12
6,estres_1_base,Base,pending,1.0,1.0,material_sanitario,79,12
1,estres_1_base,Base,pending,1.0,1.0,analgesico,79,12
234,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,80,13
466,estres_1_base,Base,completed,1.0,1.0,sangre,80,13
228,estres_1_base,Base,completed,1.0,1.0,antibiotico,80,13
218,estres_1_base,Base,completed,1.0,1.0,analgesico,80,13
178,estres_1_base,Base,completed,1.0,1.0,plasma,80,13
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,80,13
4,estres_1_base,Base,completed,1.0,1.0,rinon,80,13
2,estres_1_base,Base,completed,1.0,1.0,pancreas,80,13
1021,estres_1_base,Base,completed,1.0,1.0,suero,80,13
253,estres_1_base,Base,completed,1.0,1.0,material_sanitario,80,13
1,estres_1_base,Base,completed,1.0,1.0,pulmon,80,13
3,estres_1_base,Base,pending,1.0,1.0,suero,80,13
2,estres_1_base,Base,pending,1.0,1.0,analgesico,80,13
1,estres_1_base,Base,pending,1.0,1.0,medicamento_general,80,13
3,estres_1_base,Base,pending,1.0,1.0,material_sanitario,80,13
228,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,81,14
454,estres_1_base,Base,completed,1.0,1.0,sangre,81,14
5,estres_1_base,Base,completed,1.0,1.0,rinon,81,14
224,estres_1_base,Base,completed,1.0,1.0,antibiotico,81,14
219,estres_1_base,Base,completed,1.0,1.0,analgesico,81,14
182,estres_1_base,Base,completed,1.0,1.0,plasma,81,14
177,estres_1_base,Base,completed,1.0,1.0,medicamento_general,81,14
994,estres_1_base,Base,completed,1.0,1.0,suero,81,14
9,estres_1_base,Base,completed,1.0,1.0,pancreas,81,14
264,estres_1_base,Base,completed,1.0,1.0,material_sanitario,81,14
1,estres_1_base,Base,completed,1.0,1.0,pulmon,81,14
6,estres_1_base,Base,pending,1.0,1.0,suero,81,14
226,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,82,15
444,estres_1_base,Base,completed,1.0,1.0,sangre,82,15
6,estres_1_base,Base,completed,1.0,1.0,pulmon,82,15
8,estres_1_base,Base,completed,1.0,1.0,pancreas,82,15
232,estres_1_base,Base,completed,1.0,1.0,antibiotico,82,15
179,estres_1_base,Base,completed,1.0,1.0,plasma,82,15
221,estres_1_base,Base,completed,1.0,1.0,analgesico,82,15
9,estres_1_base,Base,completed,1.0,1.0,rinon,82,15
179,estres_1_base,Base,completed,1.0,1.0,medicamento_general,82,15
992,estres_1_base,Base,completed,1.0,1.0,suero,82,15
1,estres_1_base,Base,completed,1.0,1.0,corazon,82,15
248,estres_1_base,Base,completed,1.0,1.0,material_sanitario,82,15
4,estres_1_base,Base,completed,1.0,1.0,pancreas,83,16
237,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,83,16
468,estres_1_base,Base,completed,1.0,1.0,sangre,83,16
225,estres_1_base,Base,completed,1.0,1.0,antibiotico,83,16
182,estres_1_base,Base,completed,1.0,1.0,plasma,83,16
221,estres_1_base,Base,completed,1.0,1.0,analgesico,83,16
176,estres_1_base,Base,completed,1.0,1.0,medicamento_general,83,16
8,estres_1_base,Base,completed,1.0,1.0,rinon,83,16
1040,estres_1_base,Base,completed,1.0,1.0,suero,83,16
252,estres_1_base,Base,completed,1.0,1.0,material_sanitario,83,16
2,estres_1_base,Base,completed,1.0,1.0,pulmon,83,16
2,estres_1_base,Base,completed,1.0,1.0,corazon,83,16
232,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,84,17
2,estres_1_base,Base,completed,1.0,1.0,corazon,84,17
447,estres_1_base,Base,completed,1.0,1.0,sangre,84,17
4,estres_1_base,Base,completed,1.0,1.0,pulmon,84,17
8,estres_1_base,Base,completed,1.0,1.0,rinon,84,17
5,estres_1_base,Base,completed,1.0,1.0,pancreas,84,17
224,estres_1_base,Base,completed,1.0,1.0,antibiotico,84,17
176,estres_1_base,Base,completed,1.0,1.0,plasma,84,17
223,estres_1_base,Base,completed,1.0,1.0,analgesico,84,17
180,estres_1_base,Base,completed,1.0,1.0,medicamento_general,84,17
1030,estres_1_base,Base,completed,1.0,1.0,suero,84,17
254,estres_1_base,Base,completed,1.0,1.0,material_sanitario,84,17
1,estres_1_base,Base,pending,1.0,1.0,sangre,84,17
2,estres_1_base,Base,pending,1.0,1.0,suero,84,17
8,estres_1_base,Base,completed,1.0,1.0,pancreas,85,18
227,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,85,18
462,estres_1_base,Base,completed,1.0,1.0,sangre,85,18
228,estres_1_base,Base,completed,1.0,1.0,antibiotico,85,18
10,estres_1_base,Base,completed,1.0,1.0,rinon,85,18
180,estres_1_base,Base,completed,1.0,1.0,plasma,85,18
223,estres_1_base,Base,completed,1.0,1.0,analgesico,85,18
175,estres_1_base,Base,completed,1.0,1.0,medicamento_general,85,18
992,estres_1_base,Base,completed,1.0,1.0,suero,85,18
248,estres_1_base,Base,completed,1.0,1.0,material_sanitario,85,18
3,estres_1_base,Base,completed,1.0,1.0,pulmon,85,18
233,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,86,19
434,estres_1_base,Base,completed,1.0,1.0,sangre,86,19
3,estres_1_base,Base,completed,1.0,1.0,pulmon,86,19
226,estres_1_base,Base,completed,1.0,1.0,antibiotico,86,19
219,estres_1_base,Base,completed,1.0,1.0,analgesico,86,19
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,86,19
176,estres_1_base,Base,completed,1.0,1.0,plasma,86,19
6,estres_1_base,Base,completed,1.0,1.0,pancreas,86,19
992,estres_1_base,Base,completed,1.0,1.0,suero,86,19
262,estres_1_base,Base,completed,1.0,1.0,material_sanitario,86,19
7,estres_1_base,Base,completed,1.0,1.0,rinon,86,19
2,estres_1_base,Base,completed,1.0,1.0,corazon,86,19
4,estres_1_base,Base,completed,1.0,1.0,pulmon,87,20
224,estres_1_base,Base,completed,1.0,1.0,farmaco_uci,87,20
7,estres_1_base,Base,completed,1.0,1.0,rinon,87,20
468,estres_1_base,Base,completed,1.0,1.0,sangre,87,20
6,estres_1_base,Base,completed,1.0,1.0,pancreas,87,20
182,estres_1_base,Base,completed,1.0,1.0,plasma,87,20
221,estres_1_base,Base,completed,1.0,1.0,antibiotico,87,20
219,estres_1_base,Base,completed,1.0,1.0,analgesico,87,20
178,estres_1_base,Base,completed,1.0,1.0,medicamento_general,87,20
990,estres_1_base,Base,completed,1.0,1.0,suero,87,20
260,estres_1_base,Base,completed,1.0,1.0,material_sanitario,87,20
1,estres_1_base,Base,completed,1.0,1.0,corazon,87,20
2,estres_1_base,Base,pending,1.0,1.0,suero,87,20
346,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,68,1
690,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,68,1
273,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,68,1
347,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,68,1
11,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,68,1
337,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,68,1
281,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,68,1
1584,estres_2_moderado,Moderado,completed,1.5,1.25,suero,68,1
398,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,68,1
1,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,68,1
9,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,68,1
5,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,68,1
355,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,69,2
700,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,69,2
13,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,69,2
342,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,69,2
346,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,69,2
277,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,69,2
10,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,69,2
274,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,69,2
1560,estres_2_moderado,Moderado,completed,1.5,1.25,suero,69,2
399,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,69,2
3,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,69,2
1,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,69,2
1,estres_2_moderado,Moderado,pending,1.5,1.25,farmaco_uci,69,2
2,estres_2_moderado,Moderado,pending,1.5,1.25,analgesico,69,2
1,estres_2_moderado,Moderado,pending,1.5,1.25,material_sanitario,69,2
2,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,70,3
355,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,70,3
690,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,70,3
350,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,70,3
343,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,70,3
288,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,70,3
3,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,70,3
278,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,70,3
1520,estres_2_moderado,Moderado,completed,1.5,1.25,suero,70,3
416,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,70,3
4,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,70,3
5,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,70,3
2,estres_2_moderado,Moderado,pending,1.5,1.25,sangre,70,3
359,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,71,4
692,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,71,4
280,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,71,4
348,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,71,4
6,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,71,4
348,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,71,4
276,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,71,4
1560,estres_2_moderado,Moderado,completed,1.5,1.25,suero,71,4
5,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,71,4
416,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,71,4
3,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,71,4
1,estres_2_moderado,Moderado,pending,1.5,1.25,antibiotico,71,4
1,estres_2_moderado,Moderado,pending,1.5,1.25,medicamento_general,71,4
362,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,72,5
3,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,72,5
696,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,72,5
346,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,72,5
283,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,72,5
8,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,72,5
340,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,72,5
276,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,72,5
1600,estres_2_moderado,Moderado,completed,1.5,1.25,suero,72,5
410,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,72,5
9,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,72,5
4,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,73,6
357,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,73,6
9,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,73,6
698,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,73,6
273,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,73,6
343,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,73,6
340,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,73,6
277,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,73,6
1581,estres_2_moderado,Moderado,completed,1.5,1.25,suero,73,6
404,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,73,6
6,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,73,6
2,estres_2_moderado,Moderado,pending,1.5,1.25,sangre,73,6
11,estres_2_moderado,Moderado,pending,1.5,1.25,suero,73,6
1,estres_2_moderado,Moderado,pending,1.5,1.25,plasma,73,6
1,estres_2_moderado,Moderado,pending,1.5,1.25,antibiotico,73,6
2,estres_2_moderado,Moderado,pending,1.5,1.25,material_sanitario,73,6
1,estres_2_moderado,Moderado,pending,1.5,1.25,medicamento_general,73,6
353,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,74,7
7,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,74,7
712,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,74,7
350,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,74,7
8,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,74,7
283,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,74,7
341,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,74,7
274,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,74,7
6,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,74,7
410,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,74,7
1568,estres_2_moderado,Moderado,completed,1.5,1.25,suero,74,7
6,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,75,8
12,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,75,8
361,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,75,8
722,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,75,8
342,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,75,8
4,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,75,8
281,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,75,8
346,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,75,8
276,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,75,8
1565,estres_2_moderado,Moderado,completed,1.5,1.25,suero,75,8
4,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,75,8
410,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,75,8
3,estres_2_moderado,Moderado,pending,1.5,1.25,suero,75,8
1,estres_2_moderado,Moderado,pending,1.5,1.25,plasma,75,8
1,estres_2_moderado,Moderado,pending,1.5,1.25,antibiotico,75,8
1,estres_2_moderado,Moderado,pending,1.5,1.25,medicamento_general,75,8
1,estres_2_moderado,Moderado,pending,1.5,1.25,analgesico,75,8
349,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,76,9
708,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,76,9
14,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,76,9
351,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,76,9
343,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,76,9
278,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,76,9
277,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,76,9
1,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,76,9
1560,estres_2_moderado,Moderado,completed,1.5,1.25,suero,76,9
420,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,76,9
7,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,76,9
3,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,76,9
351,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,77,10
692,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,77,10
342,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,77,10
342,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,77,10
279,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,77,10
7,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,77,10
6,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,77,10
272,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,77,10
1568,estres_2_moderado,Moderado,completed,1.5,1.25,suero,77,10
410,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,77,10
1,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,77,10
3,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,77,10
8,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,78,11
345,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,78,11
692,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,78,11
342,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,78,11
287,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,78,11
340,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,78,11
274,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,78,11
1576,estres_2_moderado,Moderado,completed,1.5,1.25,suero,78,11
4,estres_2_moderado,Moderado,completed,1.5,1.25,pulmon,78,11
398,estres_2_moderado,Moderado,completed,1.5,1.25,material_sanitario,78,11
1,estres_2_moderado,Moderado,completed,1.5,1.25,corazon,78,11
6,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,78,11
362,estres_2_moderado,Moderado,completed,1.5,1.25,farmaco_uci,79,12
712,estres_2_moderado,Moderado,completed,1.5,1.25,sangre,79,12
349,estres_2_moderado,Moderado,completed,1.5,1.25,antibiotico,79,12
12,estres_2_moderado,Moderado,completed,1.5,1.25,rinon,79,12
290,estres_2_moderado,Moderado,completed,1.5,1.25,plasma,79,12
339,estres_2_moderado,Moderado,completed,1.5,1.25,analgesico,79,12
279,estres_2_moderado,Moderado,completed,1.5,1.25,medicamento_general,79,12
9,estres_2_moderado,Moderado,completed,1.5,1.25,pancreas,79,12
1560,estres_2_moderado,Moderado,completed,1.5,1.25,suero,79,12
