cantidad,escenario,escenario_etiqueta,estado,factor_demanda_inventario,factor_demanda_organos,producto,semilla,simulacion
1,estres_4_muy_alto,Muy alto,pending,2.5,2.0,medicamento_general,85,18
15,estres_4_muy_alto,Muy alto,completed,2.5,2.0,pancreas,86,19
6,estres_4_muy_alto,Muy alto,completed,2.5,2.0,pulmon,86,19
593,estres_4_muy_alto,Muy alto,completed,2.5,2.0,farmaco_uci,86,19
15,estres_4_muy_alto,Muy alto,completed,2.5,2.0,rinon,86,19
1146,estres_4_muy_alto,Muy alto,completed,2.5,2.0,sangre,86,19
590,estres_4_muy_alto,Muy alto,completed,2.5,2.0,antibiotico,86,19
480,estres_4_muy_alto,Muy alto,completed,2.5,2.0,plasma,86,19
586,estres_4_muy_alto,Muy alto,completed,2.5,2.0,analgesico,86,19
471,estres_4_muy_alto,Muy alto,completed,2.5,2.0,medicamento_general,86,19
702,estres_4_muy_alto,Muy alto,completed,2.5,2.0,material_sanitario,86,19
2688,estres_4_muy_alto,Muy alto,completed,2.5,2.0,suero,86,19
5,estres_4_muy_alto,Muy alto,completed,2.5,2.0,corazon,86,19
595,estres_4_muy_alto,Muy alto,completed,2.5,2.0,farmaco_uci,87,20
8,estres_4_muy_alto,Muy alto,completed,2.5,2.0,pulmon,87,20
1166,estres_4_muy_alto,Muy alto,completed,2.5,2.0,sangre,87,20
580,estres_4_muy_alto,Muy alto,completed,2.5,2.0,antibiotico,87,20
582,estres_4_muy_alto,Muy alto,completed,2.5,2.0,analgesico,87,20
481,estres_4_muy_alto,Muy alto,completed,2.5,2.0,plasma,87,20
13,estres_4_muy_alto,Muy alto,completed,2.5,2.0,pancreas,87,20
468,estres_4_muy_alto,Muy alto,completed,2.5,2.0,medicamento_general,87,20
2,estres_4_muy_alto,Muy alto,completed,2.5,2.0,corazon,87,20
2776,estres_4_muy_alto,Muy alto,completed,2.5,2.0,suero,87,20
702,estres_4_muy_alto,Muy alto,completed,2.5,2.0,material_sanitario,87,20
9,estres_4_muy_alto,Muy alto,completed,2.5,2.0,rinon,87,20
2,estres_4_muy_alto,Muy alto,pending,2.5,2.0,medicamento_general,87,20
