base_name,battery_percent_final,charging_minutes,current_node_final,deliveries_made,drone_id,escenario,escenario_etiqueta,factor_demanda_inventario,factor_demanda_organos,flight_minutes,minutos_simulacion,role,semilla,simulacion,status_final,utilizacion_operativa_pct,utilizacion_vuelo_pct
Hospital Universitario del Sureste,67.97656373275657,0,Hospital Universitario Fundación Jiménez Díaz,1,H011,estres_1_base,Base,1.0,1.0,20,20160,hospital,77,10,available,0.0992063492063492,0.0992063492063492
Hospital Universitario Infanta Cristina,67.07807010747199,0,Hospital Universitario Infanta Elena,2,H012,estres_1_base,Base,1.0,1.0,19,20160,hospital,77,10,available,0.09424603174603174,0.09424603174603174
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H013,estres_1_base,Base,1.0,1.0,0,20160,hospital,77,10,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,77,10,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H015,estres_1_base,Base,1.0,1.0,0,20160,hospital,77,10,available,0.0,0.0
Hospital Universitario Infanta Sofía,52.07156993676048,0,Hospital Universitario del Henares,1,H016,estres_1_base,Base,1.0,1.0,31,20160,hospital,77,10,available,0.15376984126984128,0.15376984126984128
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,77,10,available,0.0,0.0
Hospital Universitario José Germain,82.45381830976599,0,Hospital Universitario Severo Ochoa,2,H018,estres_1_base,Base,1.0,1.0,11,20160,hospital,77,10,available,0.054563492063492064,0.054563492063492064
Hospital Universitario La Paz,21.867868307733097,0,Hospital El Escorial,2,H019,estres_1_base,Base,1.0,1.0,45,20160,hospital,77,10,available,0.2232142857142857,0.2232142857142857
Hospital Universitario Príncipe de Asturias,49.74888119603127,45,Hospital Universitario Príncipe de Asturias,3,H020,estres_1_base,Base,1.0,1.0,89,20160,hospital,77,10,available,0.6646825396825397,0.44146825396825395
Hospital Universitario Puerta de Hierro Majadahonda,78.80695785430751,0,Hospital Cantoblanco,1,H021,estres_1_base,Base,1.0,1.0,12,20160,hospital,77,10,available,0.05952380952380953,0.05952380952380953
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H022,estres_1_base,Base,1.0,1.0,0,20160,hospital,77,10,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H023,estres_1_base,Base,1.0,1.0,0,20160,hospital,77,10,available,0.0,0.0
Hospital Universitario Ramón y Cajal,76.28956262714524,0,Hospital Universitario de La Princesa,2,H024,estres_1_base,Base,1.0,1.0,15,20160,hospital,77,10,available,0.0744047619047619,0.0744047619047619
BASE NOROESTE,96.8063361372007,1124,BASE NOROESTE,157,B001,estres_1_base,Base,1.0,1.0,1392,20160,base,78,11,available,12.480158730158731,6.904761904761905
BASE NOROESTE,39.103960612431806,1197,BASE NOROESTE,160,B002,estres_1_base,Base,1.0,1.0,1526,20160,base,78,11,available,13.506944444444443,7.569444444444444
BASE NORTE CAPITAL,50.69941157525875,1724,BASE NORTE CAPITAL,249,B003,estres_1_base,Base,1.0,1.0,2128,20160,base,78,11,available,19.107142857142854,10.555555555555555
BASE NORTE CAPITAL,23.248309286834342,1950,BASE NORTE CAPITAL,272,B004,estres_1_base,Base,1.0,1.0,2410,20160,base,78,11,available,21.626984126984127,11.954365079365079
BASE NORTE CAPITAL,23.248309286834342,2153,BASE NORTE CAPITAL,292,B005,estres_1_base,Base,1.0,1.0,2676,20160,base,78,11,available,23.953373015873016,13.273809523809524
BASE NORTE CAPITAL,62.88007744876072,2045,BASE NORTE CAPITAL,273,B006,estres_1_base,Base,1.0,1.0,2562,20160,base,78,11,available,22.852182539682538,12.708333333333332
BASE NORTE CAPITAL,47.02898933901895,1924,BASE NORTE CAPITAL,270,B007,estres_1_base,Base,1.0,1.0,2406,20160,base,78,11,available,21.4781746031746,11.93452380952381
BASE ESTE CORREDOR,38.964332647431746,1017,BASE ESTE CORREDOR,80,B008,estres_1_base,Base,1.0,1.0,1280,20160,base,78,11,available,11.393849206349206,6.349206349206349
BASE ESTE CORREDOR,23.377711157270237,1494,BASE ESTE CORREDOR,119,B009,estres_1_base,Base,1.0,1.0,1878,20160,base,78,11,available,16.726190476190474,9.31547619047619
BASE ESTE CORREDOR,23.773971662531192,1040,BASE ESTE CORREDOR,89,B010,estres_1_base,Base,1.0,1.0,1320,20160,base,78,11,available,11.706349206349206,6.547619047619048
BASE ESTE CORREDOR,37.72453790750876,1068,BASE ESTE CORREDOR,98,B011,estres_1_base,Base,1.0,1.0,1370,20160,base,78,11,available,12.093253968253968,6.79563492063492
BASE SUR FUENLABRADA,71.50373428171987,1895,BASE SUR FUENLABRADA,247,B012,estres_1_base,Base,1.0,1.0,2368,20160,base,78,11,available,21.145833333333332,11.746031746031745
BASE SUR FUENLABRADA,58.48976191436519,1932,BASE SUR FUENLABRADA,254,B013,estres_1_base,Base,1.0,1.0,2410,20160,base,78,11,available,21.537698412698415,11.954365079365079
BASE SUR FUENLABRADA,73.11600368281566,1443,BASE SUR FUENLABRADA,202,B014,estres_1_base,Base,1.0,1.0,1824,20160,base,78,11,available,16.205357142857142,9.047619047619047
Hospital Asociado Universitario Guadarrama,45.56497816737076,0,Hospital Universitario 12 de Octubre,1,H001,estres_1_base,Base,1.0,1.0,31,20160,hospital,78,11,available,0.15376984126984128,0.15376984126984128
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H002,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H003,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital El Escorial,100.0,0,Hospital El Escorial,0,H004,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital General Universitario Gregorio Marañón,100.0,44,Hospital Clínico San Carlos,4,H005,estres_1_base,Base,1.0,1.0,49,20160,hospital,78,11,available,0.46130952380952384,0.24305555555555555
Hospital La Fuenfría,45.19729061887138,0,Hospital Universitario Infanta Sofía,1,H006,estres_1_base,Base,1.0,1.0,33,20160,hospital,78,11,available,0.1636904761904762,0.1636904761904762
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H007,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario 12 de Octubre,64.73135871350362,0,Hospital Virgen de la Torre,2,H008,estres_1_base,Base,1.0,1.0,21,20160,hospital,78,11,available,0.10416666666666667,0.10416666666666667
Hospital Universitario de Fuenlabrada,63.96235393087841,0,Hospital Cantoblanco,1,H009,estres_1_base,Base,1.0,1.0,21,20160,hospital,78,11,available,0.10416666666666667,0.10416666666666667
Hospital Universitario de Torrejón,89.5055016637428,0,Hospital Universitario Príncipe de Asturias,1,H010,estres_1_base,Base,1.0,1.0,7,20160,hospital,78,11,available,0.034722222222222224,0.034722222222222224
Hospital Universitario del Sureste,100.0,0,Hospital Universitario del Sureste,0,H011,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Infanta Cristina,100.0,0,Hospital Universitario Infanta Cristina,0,H012,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H013,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H015,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Infanta Sofía,46.766260737295056,0,Hospital Universitario Fundación Alcorcón,3,H016,estres_1_base,Base,1.0,1.0,32,20160,hospital,78,11,available,0.15873015873015872,0.15873015873015872
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario José Germain,81.96002366693911,0,Hospital Virgen de la Torre,1,H018,estres_1_base,Base,1.0,1.0,16,20160,hospital,78,11,available,0.07936507936507936,0.07936507936507936
Hospital Universitario La Paz,100.0,0,Hospital Universitario La Paz,0,H019,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Príncipe de Asturias,65.94386401007907,0,Hospital Universitario de La Princesa,1,H020,estres_1_base,Base,1.0,1.0,19,20160,hospital,78,11,available,0.09424603174603174,0.09424603174603174
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H021,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H022,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H023,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
Hospital Universitario Ramón y Cajal,100.0,0,Hospital Universitario Ramón y Cajal,0,H024,estres_1_base,Base,1.0,1.0,0,20160,hospital,78,11,available,0.0,0.0
BASE NOROESTE,100.0,1248,BASE NOROESTE,171,B001,estres_1_base,Base,1.0,1.0,1558,20160,base,79,12,available,13.918650793650794,7.728174603174604
BASE NOROESTE,86.58120337571881,1046,BASE NOROESTE,146,B002,estres_1_base,Base,1.0,1.0,1330,20160,base,79,12,available,11.785714285714285,6.597222222222222
BASE NORTE CAPITAL,46.11479259203516,2030,BASE NORTE CAPITAL,282,B003,estres_1_base,Base,1.0,1.0,2566,20160,base,79,12,available,22.797619047619047,12.728174603174603
BASE NORTE CAPITAL,66.64415190479711,2151,BASE NORTE CAPITAL,286,B004,estres_1_base,Base,1.0,1.0,2660,20160,base,79,12,available,23.864087301587304,13.194444444444445
BASE NORTE CAPITAL,56.223430875805775,1973,BASE NORTE CAPITAL,262,B005,estres_1_base,Base,1.0,1.0,2462,20160,base,79,12,available,21.999007936507937,12.212301587301587
BASE NORTE CAPITAL,57.12326255860984,1954,BASE NORTE CAPITAL,266,B006,estres_1_base,Base,1.0,1.0,2428,20160,base,79,12,available,21.73611111111111,12.043650793650794
BASE NORTE CAPITAL,52.57090746790508,2080,BASE NORTE CAPITAL,293,B007,estres_1_base,Base,1.0,1.0,2614,20160,base,79,12,available,23.283730158730158,12.966269841269842
BASE ESTE CORREDOR,61.79518432200254,1193,BASE ESTE CORREDOR,106,B008,estres_1_base,Base,1.0,1.0,1514,20160,base,79,12,available,13.427579365079364,7.509920634920634
BASE ESTE CORREDOR,20.858600089540193,920,BASE ESTE CORREDOR,76,B009,estres_1_base,Base,1.0,1.0,1170,20160,base,79,12,available,10.367063492063492,5.803571428571429
BASE ESTE CORREDOR,20.967359237882423,1107,BASE ESTE CORREDOR,92,B010,estres_1_base,Base,1.0,1.0,1406,20160,base,79,12,available,12.465277777777779,6.97420634920635
BASE ESTE CORREDOR,20.255233298405088,1210,BASE ESTE CORREDOR,95,B011,estres_1_base,Base,1.0,1.0,1518,20160,base,79,12,available,13.531746031746032,7.529761904761904
BASE SUR FUENLABRADA,21.666158550018203,1749,BASE SUR FUENLABRADA,244,B012,estres_1_base,Base,1.0,1.0,2180,20160,base,79,12,available,19.4890873015873,10.813492063492063
BASE SUR FUENLABRADA,66.5220249816643,1680,BASE SUR FUENLABRADA,219,B013,estres_1_base,Base,1.0,1.0,2096,20160,base,79,12,available,18.73015873015873,10.396825396825397
BASE SUR FUENLABRADA,25.68432608561749,1730,BASE SUR FUENLABRADA,229,B014,estres_1_base,Base,1.0,1.0,2196,20160,base,79,12,available,19.474206349206348,10.892857142857142
Hospital Asociado Universitario Guadarrama,100.0,40,Hospital Universitario Príncipe de Asturias,1,H001,estres_1_base,Base,1.0,1.0,43,20160,hospital,79,12,available,0.41170634920634924,0.21329365079365079
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H002,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H003,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital El Escorial,37.886137156583374,0,Hospital Universitario Infanta Leonor,1,H004,estres_1_base,Base,1.0,1.0,33,20160,hospital,79,12,available,0.1636904761904762,0.1636904761904762
Hospital General Universitario Gregorio Marañón,69.71064629264764,0,Hospital Universitario Infanta Sofía,1,H005,estres_1_base,Base,1.0,1.0,18,20160,hospital,79,12,available,0.08928571428571429,0.08928571428571429
Hospital La Fuenfría,51.33593035784498,0,Hospital Universitario Puerta de Hierro Majadahonda,1,H006,estres_1_base,Base,1.0,1.0,26,20160,hospital,79,12,available,0.12896825396825395,0.12896825396825395
Hospital La Fuenfría,39.61387043775905,0,Hospital Central de la Defensa Gómez Ulla,1,H007,estres_1_base,Base,1.0,1.0,33,20160,hospital,79,12,available,0.1636904761904762,0.1636904761904762
Hospital Universitario 12 de Octubre,37.32508066837659,0,Hospital Universitario General de Villalba,2,H008,estres_1_base,Base,1.0,1.0,37,20160,hospital,79,12,available,0.18353174603174602,0.18353174603174602
Hospital Universitario de Fuenlabrada,64.37308299018122,0,Hospital Universitario del Henares,1,H009,estres_1_base,Base,1.0,1.0,22,20160,hospital,79,12,available,0.10912698412698413,0.10912698412698413
Hospital Universitario de Torrejón,35.7543720546769,0,Hospital Universitario Príncipe de Asturias,2,H010,estres_1_base,Base,1.0,1.0,38,20160,hospital,79,12,available,0.1884920634920635,0.1884920634920635
Hospital Universitario del Sureste,100.0,0,Hospital Universitario del Sureste,0,H011,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Infanta Cristina,100.0,0,Hospital Universitario Infanta Cristina,0,H012,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H013,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H015,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H016,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario José Germain,78.99041130543554,0,Hospital Clínico San Carlos,1,H018,estres_1_base,Base,1.0,1.0,13,20160,hospital,79,12,available,0.06448412698412698,0.06448412698412698
Hospital Universitario La Paz,69.31542897074446,0,Hospital Universitario de Fuenlabrada,1,H019,estres_1_base,Base,1.0,1.0,16,20160,hospital,79,12,available,0.07936507936507936,0.07936507936507936
Hospital Universitario Príncipe de Asturias,68.44036169899279,0,Hospital Universitario del Sureste,1,H020,estres_1_base,Base,1.0,1.0,19,20160,hospital,79,12,available,0.09424603174603174,0.09424603174603174
Hospital Universitario Puerta de Hierro Majadahonda,80.87512754299115,0,Hospital Universitario Ramón y Cajal,1,H021,estres_1_base,Base,1.0,1.0,10,20160,hospital,79,12,available,0.0496031746031746,0.0496031746031746
Hospital Universitario Puerta de Hierro Majadahonda,79.35125509766908,0,Hospital General Universitario Gregorio Marañón,1,H022,estres_1_base,Base,1.0,1.0,13,20160,hospital,79,12,available,0.06448412698412698,0.06448412698412698
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H023,estres_1_base,Base,1.0,1.0,0,20160,hospital,79,12,available,0.0,0.0
Hospital Universitario Ramón y Cajal,73.83616115159522,0,Hospital General Universitario Gregorio Marañón,2,H024,estres_1_base,Base,1.0,1.0,16,20160,hospital,79,12,available,0.07936507936507936,0.07936507936507936
BASE NOROESTE,20.774413064078317,994,BASE NOROESTE,148,B001,estres_1_base,Base,1.0,1.0,1248,20160,base,80,13,available,11.121031746031745,6.190476190476191
BASE NOROESTE,81.60212470051977,1183,BASE NOROESTE,156,B002,estres_1_base,Base,1.0,1.0,1436,20160,base,80,13,available,12.991071428571429,7.123015873015873
BASE NORTE CAPITAL,74.22703567365753,2082,BASE NORTE CAPITAL,279,B003,estres_1_base,Base,1.0,1.0,2552,20160,base,80,13,available,22.98611111111111,12.658730158730158
BASE NORTE CAPITAL,76.70153980173873,1982,BASE NORTE CAPITAL,268,B004,estres_1_base,Base,1.0,1.0,2404,20160,base,80,13,available,21.75595238095238,11.924603174603176
BASE NORTE CAPITAL,86.688027317998,1906,BASE NORTE CAPITAL,272,B005,estres_1_base,Base,1.0,1.0,2298,20160,base,80,13,available,20.853174603174605,11.398809523809524
BASE NORTE CAPITAL,48.64295095518879,2200,BASE NORTE CAPITAL,284,B006,estres_1_base,Base,1.0,1.0,2708,20160,base,80,13,available,24.345238095238095,13.432539682539682
BASE NORTE CAPITAL,76.70153980173873,2072,BASE NORTE CAPITAL,296,B007,estres_1_base,Base,1.0,1.0,2514,20160,base,80,13,available,22.748015873015873,12.470238095238095
BASE ESTE CORREDOR,100.0,981,BASE ESTE CORREDOR,75,B008,estres_1_base,Base,1.0,1.0,1160,20160,base,80,13,available,10.620039682539682,5.753968253968254
BASE ESTE CORREDOR,21.85911113726156,1458,BASE ESTE CORREDOR,123,B009,estres_1_base,Base,1.0,1.0,1834,20160,base,80,13,available,16.32936507936508,9.097222222222221
BASE ESTE CORREDOR,100.0,794,BASE ESTE CORREDOR,60,B010,estres_1_base,Base,1.0,1.0,962,20160,base,80,13,available,8.71031746031746,4.771825396825396
BASE ESTE CORREDOR,100.0,1404,BASE ESTE CORREDOR,112,B011,estres_1_base,Base,1.0,1.0,1718,20160,base,80,13,available,15.48611111111111,8.521825396825397
BASE SUR FUENLABRADA,80.9168350702775,1879,BASE SUR FUENLABRADA,243,B012,estres_1_base,Base,1.0,1.0,2252,20160,base,80,13,available,20.491071428571427,11.170634920634921
BASE SUR FUENLABRADA,83.43412674604012,1965,BASE SUR FUENLABRADA,256,B013,estres_1_base,Base,1.0,1.0,2330,20160,base,80,13,available,21.30456349206349,11.557539682539684
BASE SUR FUENLABRADA,27.935740522697362,1462,BASE SUR FUENLABRADA,204,B014,estres_1_base,Base,1.0,1.0,1786,20160,base,80,13,available,16.11111111111111,8.859126984126984
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H001,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H002,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H003,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital El Escorial,100.0,0,Hospital El Escorial,0,H004,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital General Universitario Gregorio Marañón,69.90325783844374,0,Hospital Universitario Infanta Sofía,2,H005,estres_1_base,Base,1.0,1.0,19,20160,hospital,80,13,available,0.09424603174603174,0.09424603174603174
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H006,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H007,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario 12 de Octubre,79.34991673561956,0,Hospital Clínico San Carlos,1,H008,estres_1_base,Base,1.0,1.0,11,20160,hospital,80,13,available,0.054563492063492064,0.054563492063492064
Hospital Universitario de Fuenlabrada,100.0,0,Hospital Universitario de Fuenlabrada,0,H009,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario de Torrejón,100.0,0,Hospital Universitario de Torrejón,0,H010,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario del Sureste,64.19273259081143,0,Hospital Universitario La Paz,1,H011,estres_1_base,Base,1.0,1.0,31,20160,hospital,80,13,available,0.15376984126984128,0.15376984126984128
Hospital Universitario Infanta Cristina,100.0,0,Hospital Universitario Infanta Cristina,0,H012,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H013,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H015,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H016,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario José Germain,54.43954873751201,0,Hospital Universitario de Móstoles,2,H018,estres_1_base,Base,1.0,1.0,24,20160,hospital,80,13,available,0.11904761904761905,0.11904761904761905
Hospital Universitario La Paz,87.41135211178451,0,Hospital Universitario Infanta Sofía,1,H019,estres_1_base,Base,1.0,1.0,7,20160,hospital,80,13,available,0.034722222222222224,0.034722222222222224
Hospital Universitario Príncipe de Asturias,100.0,0,Hospital Universitario Príncipe de Asturias,0,H020,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H021,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H022,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H023,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
Hospital Universitario Ramón y Cajal,100.0,0,Hospital Universitario Ramón y Cajal,0,H024,estres_1_base,Base,1.0,1.0,0,20160,hospital,80,13,available,0.0,0.0
BASE NOROESTE,71.53921281836087,998,BASE NOROESTE,137,B001,estres_1_base,Base,1.0,1.0,1256,20160,base,81,14,available,11.180555555555555,6.23015873015873
BASE NOROESTE,81.60212470051977,1227,BASE NOROESTE,162,B002,estres_1_base,Base,1.0,1.0,1504,20160,base,81,14,available,13.546626984126982,7.4603174603174605
BASE NORTE CAPITAL,78.06818351271632,1847,BASE NORTE CAPITAL,249,B003,estres_1_base,Base,1.0,1.0,2316,20160,base,81,14,available,20.649801587301585,11.488095238095237
BASE NORTE CAPITAL,100.0,2220,BASE NORTE CAPITAL,293,B004,estres_1_base,Base,1.0,1.0,2696,20160,base,81,14,available,24.384920634920633,13.373015873015873
BASE NORTE CAPITAL,27.104235920592206,1911,BASE NORTE CAPITAL,269,B005,estres_1_base,Base,1.0,1.0,2412,20160,base,81,14,available,21.44345238095238,11.964285714285715
BASE NORTE CAPITAL,25.310700074756994,2058,BASE NORTE CAPITAL,269,B006,estres_1_base,Base,1.0,1.0,2560,20160,base,81,14,available,22.90674603174603,12.698412698412698
BASE NORTE CAPITAL,21.387479150328254,2022,BASE NORTE CAPITAL,289,B007,estres_1_base,Base,1.0,1.0,2554,20160,base,81,14,available,22.6984126984127,12.668650793650793
BASE ESTE CORREDOR,20.168457314058788,1394,BASE ESTE CORREDOR,109,B008,estres_1_base,Base,1.0,1.0,1738,20160,base,81,14,available,15.535714285714286,8.621031746031745
BASE ESTE CORREDOR,20.168457314058788,1362,BASE ESTE CORREDOR,110,B009,estres_1_base,Base,1.0,1.0,1710,20160,base,81,14,available,15.238095238095239,8.482142857142858
BASE ESTE CORREDOR,20.354894360557278,1095,BASE ESTE CORREDOR,98,B010,estres_1_base,Base,1.0,1.0,1406,20160,base,81,14,available,12.405753968253968,6.97420634920635
BASE ESTE CORREDOR,21.52963418861655,794,BASE ESTE CORREDOR,66,B011,estres_1_base,Base,1.0,1.0,1002,20160,base,81,14,available,8.908730158730158,4.970238095238095
BASE SUR FUENLABRADA,35.9638332942659,1477,BASE SUR FUENLABRADA,196,B012,estres_1_base,Base,1.0,1.0,1818,20160,base,81,14,available,16.34424603174603,9.017857142857142
BASE SUR FUENLABRADA,41.91870706118862,1887,BASE SUR FUENLABRADA,251,B013,estres_1_base,Base,1.0,1.0,2326,20160,base,81,14,available,20.897817460317462,11.537698412698413
BASE SUR FUENLABRADA,38.97618182684593,1767,BASE SUR FUENLABRADA,244,B014,estres_1_base,Base,1.0,1.0,2164,20160,base,81,14,available,19.499007936507937,10.734126984126984
Hospital Asociado Universitario Guadarrama,24.69170232025013,0,Hospital Universitario de Torrejón,1,H001,estres_1_base,Base,1.0,1.0,40,20160,hospital,81,14,available,0.1984126984126984,0.1984126984126984
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H002,estres_1_base,Base,1.0,1.0,0,20160,hospital,81,14,available,0.0,0.0
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H003,estres_1_base,Base,1.0,1.0,0,20160,hospital,81,14,available,0.0,0.0
Hospital El Escorial,100.0,0,Hospital El Escorial,0,H004,estres_1_base,Base,1.0,1.0,0,20160,hospital,81,14,available,0.0,0.0
Hospital General Universitario Gregorio Marañón,76.77317430796806,0,Hospital Universitario de Getafe,2,H005,estres_1_base,Base,1.0,1.0,21,20160,hospital,81,14,available,0.10416666666666667,0.10416666666666667
Hospital La Fuenfría,32.8160819492536,0,Hospital Universitario de Getafe,1,H006,estres_1_base,Base,1.0,1.0,38,20160,hospital,81,14,available,0.1884920634920635,0.1884920634920635
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H007,estres_1_base,Base,1.0,1.0,0,20160,hospital,81,14,available,0.0,0.0
Hospital Universitario 12 de Octubre,78.77158515663507,0,Hospital Enfermera Isabel Zendal,2,H008,estres_1_base,Base,1.0,1.0,13,20160,hospital,81,14,available,0.06448412698412698,0.06448412698412698
Hospital Universitario de Fuenlabrada,100.0,0,Hospital Universitario de Fuenlabrada,0,H009,estres_1_base,Base,1.0,1.0,0,20160,hospital,81,14,available,0.0,0.0
