base_name,battery_percent_final,charging_minutes,current_node_final,deliveries_made,drone_id,escenario,escenario_etiqueta,factor_demanda_inventario,factor_demanda_organos,flight_minutes,minutos_simulacion,role,semilla,simulacion,status_final,utilizacion_operativa_pct,utilizacion_vuelo_pct
Hospital Universitario del Sureste,100.0,0,Hospital Universitario del Sureste,0,H010,estres_1_base,Base,1.0,1.0,0,20160,hospital,83,16,available,0.0,0.0
Hospital Universitario Infanta Cristina,100.0,0,Hospital Universitario Infanta Cristina,0,H011,estres_1_base,Base,1.0,1.0,0,20160,hospital,83,16,available,0.0,0.0
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H012,estres_1_base,Base,1.0,1.0,0,20160,hospital,83,16,available,0.0,0.0
Hospital Universitario Infanta Sofía,46.42685858224,0,Hospital Universitario Infanta Elena,2,H013,estres_1_base,Base,1.0,1.0,30,20160,hospital,83,16,available,0.1488095238095238,0.1488095238095238
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,83,16,available,0.0,0.0
Hospital Universitario José Germain,76.14645950790526,0,Hospital Universitario de Fuenlabrada,1,H015,estres_1_base,Base,1.0,1.0,14,20160,hospital,83,16,available,0.06944444444444445,0.06944444444444445
Hospital Universitario La Paz,100.0,55,Hospital Universitario de Fuenlabrada,3,H016,estres_1_base,Base,1.0,1.0,60,20160,hospital,83,16,available,0.5704365079365079,0.2976190476190476
Hospital Universitario Príncipe de Asturias,100.0,0,Hospital Universitario Príncipe de Asturias,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,83,16,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,29.98153314584333,0,Hospital Universitario Príncipe de Asturias,3,H018,estres_1_base,Base,1.0,1.0,40,20160,hospital,83,16,available,0.1984126984126984,0.1984126984126984
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H019,estres_1_base,Base,1.0,1.0,0,20160,hospital,83,16,available,0.0,0.0
Hospital Universitario Ramón y Cajal,56.490470410221015,0,Hospital Universitario José Germain,3,H020,estres_1_base,Base,1.0,1.0,26,20160,hospital,83,16,available,0.12896825396825395,0.12896825396825395
BASE NOROESTE,41.70722920791022,1612,BASE NOROESTE,171,B001,estres_1_base,Base,1.0,1.0,1576,20160,base,84,17,available,15.813492063492063,7.817460317460317
BASE NOROESTE,63.70935346580221,1341,BASE NOROESTE,145,B002,estres_1_base,Base,1.0,1.0,1296,20160,base,84,17,available,13.080357142857144,6.428571428571428
BASE NORTE CAPITAL,39.55877068380309,3069,BASE NORTE CAPITAL,347,B003,estres_1_base,Base,1.0,1.0,3082,20160,base,84,17,available,30.5109126984127,15.287698412698415
BASE NORTE CAPITAL,24.713836500881673,3029,BASE NORTE CAPITAL,342,B004,estres_1_base,Base,1.0,1.0,3050,20160,base,84,17,available,30.15376984126984,15.128968253968253
BASE NORTE CAPITAL,100.0,3559,BASE NORTE CAPITAL,370,B005,estres_1_base,Base,1.0,1.0,3520,20160,base,84,17,available,35.1140873015873,17.46031746031746
BASE NORTE CAPITAL,24.02460055720356,3005,BASE NORTE CAPITAL,326,B006,estres_1_base,Base,1.0,1.0,3028,20160,base,84,17,available,29.925595238095237,15.019841269841269
BASE ESTE CORREDOR,79.63300337145182,1318,BASE ESTE CORREDOR,88,B007,estres_1_base,Base,1.0,1.0,1336,20160,base,84,17,available,13.16468253968254,6.626984126984127
BASE ESTE CORREDOR,92.90882022924018,1330,BASE ESTE CORREDOR,89,B008,estres_1_base,Base,1.0,1.0,1350,20160,base,84,17,available,13.293650793650794,6.696428571428571
BASE ESTE CORREDOR,93.64051667136687,1059,BASE ESTE CORREDOR,70,B009,estres_1_base,Base,1.0,1.0,1044,20160,base,84,17,available,10.431547619047619,5.178571428571429
BASE ESTE CORREDOR,80.59513785693937,1781,BASE ESTE CORREDOR,117,B010,estres_1_base,Base,1.0,1.0,1760,20160,base,84,17,available,17.564484126984127,8.73015873015873
BASE SUR FUENLABRADA,100.0,2112,BASE SUR FUENLABRADA,227,B011,estres_1_base,Base,1.0,1.0,2054,20160,base,84,17,available,20.664682539682538,10.188492063492063
BASE SUR FUENLABRADA,100.0,2200,BASE SUR FUENLABRADA,238,B012,estres_1_base,Base,1.0,1.0,2148,20160,base,84,17,available,21.56746031746032,10.654761904761905
BASE SUR FUENLABRADA,100.0,2270,BASE SUR FUENLABRADA,233,B013,estres_1_base,Base,1.0,1.0,2212,20160,base,84,17,available,22.232142857142854,10.972222222222221
Hospital Asociado Universitario Guadarrama,49.24864317404554,0,Hospital Clínico San Carlos,1,H001,estres_1_base,Base,1.0,1.0,45,20160,hospital,84,17,available,0.2232142857142857,0.2232142857142857
Hospital Asociado Universitario Guadarrama,100.0,0,Hospital Asociado Universitario Guadarrama,0,H002,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital El Escorial,100.0,0,Hospital El Escorial,0,H003,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital General Universitario Gregorio Marañón,35.433071871344005,0,Hospital Infantil Universitario Niño Jesús,3,H004,estres_1_base,Base,1.0,1.0,39,20160,hospital,84,17,available,0.19345238095238096,0.19345238095238096
Hospital La Fuenfría,35.41769204863843,0,Hospital General Universitario Gregorio Marañón,1,H005,estres_1_base,Base,1.0,1.0,34,20160,hospital,84,17,available,0.16865079365079366,0.16865079365079366
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H006,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital Universitario 12 de Octubre,79.80920677591395,0,Hospital Universitario Puerta de Hierro Majadahonda,1,H007,estres_1_base,Base,1.0,1.0,11,20160,hospital,84,17,available,0.054563492063492064,0.054563492063492064
Hospital Universitario de Fuenlabrada,64.49941772775155,0,Hospital Universitario Dr. Rodríguez Lafora,1,H008,estres_1_base,Base,1.0,1.0,20,20160,hospital,84,17,available,0.0992063492063492,0.0992063492063492
Hospital Universitario de Torrejón,77.41807510375094,0,Hospital Universitario de Torrejón,1,H009,estres_1_base,Base,1.0,1.0,12,20160,hospital,84,17,available,0.05952380952380953,0.05952380952380953
Hospital Universitario del Sureste,100.0,0,Hospital Universitario del Sureste,0,H010,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital Universitario Infanta Cristina,100.0,51,Hospital La Fuenfría,1,H011,estres_1_base,Base,1.0,1.0,43,20160,hospital,84,17,available,0.4662698412698413,0.21329365079365079
Hospital Universitario Infanta Elena,33.13024722875801,0,Hospital Universitario General de Villalba,1,H012,estres_1_base,Base,1.0,1.0,38,20160,hospital,84,17,available,0.1884920634920635,0.1884920634920635
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H013,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital Universitario José Germain,65.91888402932527,0,Hospital Universitario Fundación Alcorcón,2,H015,estres_1_base,Base,1.0,1.0,20,20160,hospital,84,17,available,0.0992063492063492,0.0992063492063492
Hospital Universitario La Paz,66.12365631561482,0,Hospital Carlos III,2,H016,estres_1_base,Base,1.0,1.0,22,20160,hospital,84,17,available,0.10912698412698413,0.10912698412698413
Hospital Universitario Príncipe de Asturias,100.0,0,Hospital Universitario Príncipe de Asturias,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,84,17,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,70.41056290920758,0,Hospital Central de la Defensa Gómez Ulla,2,H018,estres_1_base,Base,1.0,1.0,22,20160,hospital,84,17,available,0.10912698412698413,0.10912698412698413
Hospital Universitario Puerta de Hierro Majadahonda,24.577325772314353,0,Hospital Asociado Universitario Guadarrama,2,H019,estres_1_base,Base,1.0,1.0,48,20160,hospital,84,17,available,0.2380952380952381,0.2380952380952381
Hospital Universitario Ramón y Cajal,79.12825193619406,0,Hospital Infantil Universitario Niño Jesús,1,H020,estres_1_base,Base,1.0,1.0,12,20160,hospital,84,17,available,0.05952380952380953,0.05952380952380953
BASE NOROESTE,100.0,1277,BASE NOROESTE,138,B001,estres_1_base,Base,1.0,1.0,1226,20160,base,85,18,available,12.415674603174603,6.0813492063492065
BASE NOROESTE,57.4490144024491,1443,BASE NOROESTE,155,B002,estres_1_base,Base,1.0,1.0,1418,20160,base,85,18,available,14.191468253968253,7.033730158730159
BASE NORTE CAPITAL,21.484678302241008,2996,BASE NORTE CAPITAL,327,B003,estres_1_base,Base,1.0,1.0,3090,20160,base,85,18,available,30.188492063492063,15.327380952380953
BASE NORTE CAPITAL,42.69591696337506,3021,BASE NORTE CAPITAL,340,B004,estres_1_base,Base,1.0,1.0,3132,20160,base,85,18,available,30.520833333333336,15.535714285714286
BASE NORTE CAPITAL,28.614754945469254,3122,BASE NORTE CAPITAL,359,B005,estres_1_base,Base,1.0,1.0,3222,20160,base,85,18,available,31.46825396825397,15.982142857142856
BASE NORTE CAPITAL,92.50459520068422,3224,BASE NORTE CAPITAL,333,B006,estres_1_base,Base,1.0,1.0,3308,20160,base,85,18,available,32.40079365079365,16.408730158730158
BASE ESTE CORREDOR,40.99618272235985,1815,BASE ESTE CORREDOR,124,B007,estres_1_base,Base,1.0,1.0,1852,20160,base,85,18,available,18.189484126984127,9.186507936507937
BASE ESTE CORREDOR,100.0,1388,BASE ESTE CORREDOR,88,B008,estres_1_base,Base,1.0,1.0,1432,20160,base,85,18,available,13.988095238095239,7.103174603174603
BASE ESTE CORREDOR,24.258409612411967,1461,BASE ESTE CORREDOR,99,B009,estres_1_base,Base,1.0,1.0,1582,20160,base,85,18,available,15.094246031746032,7.847222222222222
BASE ESTE CORREDOR,100.0,982,BASE ESTE CORREDOR,66,B010,estres_1_base,Base,1.0,1.0,970,20160,base,85,18,available,9.682539682539684,4.811507936507937
BASE SUR FUENLABRADA,80.47648900309883,2112,BASE SUR FUENLABRADA,222,B011,estres_1_base,Base,1.0,1.0,2094,20160,base,85,18,available,20.863095238095237,10.386904761904763
BASE SUR FUENLABRADA,22.145801007317736,2346,BASE SUR FUENLABRADA,249,B012,estres_1_base,Base,1.0,1.0,2400,20160,base,85,18,available,23.541666666666668,11.904761904761903
BASE SUR FUENLABRADA,81.39877732820145,2252,BASE SUR FUENLABRADA,235,B013,estres_1_base,Base,1.0,1.0,2268,20160,base,85,18,available,22.42063492063492,11.25
Hospital Asociado Universitario Guadarrama,24.580754109059797,0,Hospital Universitario Príncipe de Asturias,1,H001,estres_1_base,Base,1.0,1.0,51,20160,hospital,85,18,available,0.25297619047619047,0.25297619047619047
Hospital Asociado Universitario Guadarrama,38.522252958711576,0,Hospital Universitario Infanta Leonor,1,H002,estres_1_base,Base,1.0,1.0,37,20160,hospital,85,18,available,0.18353174603174602,0.18353174603174602
Hospital El Escorial,30.759665247463676,0,Hospital Universitario del Henares,2,H003,estres_1_base,Base,1.0,1.0,39,20160,hospital,85,18,available,0.19345238095238096,0.19345238095238096
Hospital General Universitario Gregorio Marañón,74.0231374910847,0,Hospital Universitario de Torrejón,1,H004,estres_1_base,Base,1.0,1.0,16,20160,hospital,85,18,available,0.07936507936507936,0.07936507936507936
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H005,estres_1_base,Base,1.0,1.0,0,20160,hospital,85,18,available,0.0,0.0
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H006,estres_1_base,Base,1.0,1.0,0,20160,hospital,85,18,available,0.0,0.0
Hospital Universitario 12 de Octubre,59.74031862113462,0,Hospital Universitario La Paz,2,H007,estres_1_base,Base,1.0,1.0,30,20160,hospital,85,18,available,0.1488095238095238,0.1488095238095238
Hospital Universitario de Fuenlabrada,69.6728634793753,0,Hospital Virgen de la Torre,2,H008,estres_1_base,Base,1.0,1.0,18,20160,hospital,85,18,available,0.08928571428571429,0.08928571428571429
Hospital Universitario de Torrejón,100.0,0,Hospital Universitario de Torrejón,0,H009,estres_1_base,Base,1.0,1.0,0,20160,hospital,85,18,available,0.0,0.0
Hospital Universitario del Sureste,100.0,0,Hospital Universitario del Sureste,0,H010,estres_1_base,Base,1.0,1.0,0,20160,hospital,85,18,available,0.0,0.0
Hospital Universitario Infanta Cristina,25.052302251997133,0,Hospital Universitario de Móstoles,3,H011,estres_1_base,Base,1.0,1.0,41,20160,hospital,85,18,available,0.2033730158730159,0.2033730158730159
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H012,estres_1_base,Base,1.0,1.0,0,20160,hospital,85,18,available,0.0,0.0
Hospital Universitario Infanta Sofía,46.83684486079734,0,Hospital Asociado Universitario Guadarrama,1,H013,estres_1_base,Base,1.0,1.0,28,20160,hospital,85,18,available,0.1388888888888889,0.1388888888888889
Hospital Universitario Infanta Sofía,52.69656892906949,0,Hospital Universitario 12 de Octubre,2,H014,estres_1_base,Base,1.0,1.0,33,20160,hospital,85,18,available,0.1636904761904762,0.1636904761904762
Hospital Universitario José Germain,74.89886609934177,0,Hospital Universitario Puerta de Hierro Majadahonda,1,H015,estres_1_base,Base,1.0,1.0,15,20160,hospital,85,18,available,0.0744047619047619,0.0744047619047619
Hospital Universitario La Paz,44.164984565582444,0,Hospital Universitario General de Villalba,1,H016,estres_1_base,Base,1.0,1.0,31,20160,hospital,85,18,available,0.15376984126984128,0.15376984126984128
Hospital Universitario Príncipe de Asturias,63.17327143556503,0,Hospital General Universitario Gregorio Marañón,1,H017,estres_1_base,Base,1.0,1.0,32,20160,hospital,85,18,available,0.15873015873015872,0.15873015873015872
Hospital Universitario Puerta de Hierro Majadahonda,64.4511467681073,0,Hospital Universitario 12 de Octubre,1,H018,estres_1_base,Base,1.0,1.0,21,20160,hospital,85,18,available,0.10416666666666667,0.10416666666666667
Hospital Universitario Puerta de Hierro Majadahonda,80.76221357237321,0,Hospital Universitario Rey Juan Carlos,1,H019,estres_1_base,Base,1.0,1.0,12,20160,hospital,85,18,available,0.05952380952380953,0.05952380952380953
Hospital Universitario Ramón y Cajal,32.299584944760554,0,Hospital La Fuenfría,1,H020,estres_1_base,Base,1.0,1.0,39,20160,hospital,85,18,available,0.19345238095238096,0.19345238095238096
BASE NOROESTE,80.64958822226365,1458,BASE NOROESTE,160,B001,estres_1_base,Base,1.0,1.0,1472,20160,base,86,19,available,14.53373015873016,7.301587301587302
BASE NOROESTE,96.73361517363617,1503,BASE NOROESTE,152,B002,estres_1_base,Base,1.0,1.0,1454,20160,base,86,19,available,14.667658730158731,7.212301587301587
BASE NORTE CAPITAL,24.198406105861764,3017,BASE NORTE CAPITAL,336,B003,estres_1_base,Base,1.0,1.0,3152,20160,base,86,19,available,30.600198412698415,15.634920634920634
BASE NORTE CAPITAL,20.72005073377609,3053,BASE NORTE CAPITAL,345,B004,estres_1_base,Base,1.0,1.0,3180,20160,base,86,19,available,30.91765873015873,15.773809523809524
BASE NORTE CAPITAL,22.49695034333465,2847,BASE NORTE CAPITAL,330,B005,estres_1_base,Base,1.0,1.0,2970,20160,base,86,19,available,28.854166666666664,14.732142857142858
BASE NORTE CAPITAL,20.160006554620686,2933,BASE NORTE CAPITAL,316,B006,estres_1_base,Base,1.0,1.0,3064,20160,base,86,19,available,29.74702380952381,15.198412698412698
BASE ESTE CORREDOR,81.86929649156926,1822,BASE ESTE CORREDOR,120,B007,estres_1_base,Base,1.0,1.0,1922,20160,base,86,19,available,18.571428571428573,9.533730158730158
BASE ESTE CORREDOR,20.820605557460993,1481,BASE ESTE CORREDOR,99,B008,estres_1_base,Base,1.0,1.0,1518,20160,base,86,19,available,14.875992063492063,7.529761904761904
BASE ESTE CORREDOR,20.462092902898842,1862,BASE ESTE CORREDOR,118,B009,estres_1_base,Base,1.0,1.0,1964,20160,base,86,19,available,18.9781746031746,9.742063492063492
BASE ESTE CORREDOR,100.0,742,BASE ESTE CORREDOR,50,B010,estres_1_base,Base,1.0,1.0,756,20160,base,86,19,available,7.430555555555555,3.75
BASE SUR FUENLABRADA,52.91670880562471,2286,BASE SUR FUENLABRADA,249,B011,estres_1_base,Base,1.0,1.0,2382,20160,base,86,19,available,23.154761904761905,11.81547619047619
BASE SUR FUENLABRADA,44.07053897978868,2107,BASE SUR FUENLABRADA,231,B012,estres_1_base,Base,1.0,1.0,2170,20160,base,86,19,available,21.21527777777778,10.76388888888889
BASE SUR FUENLABRADA,37.25606718918368,1849,BASE SUR FUENLABRADA,203,B013,estres_1_base,Base,1.0,1.0,1926,20160,base,86,19,available,18.72519841269841,9.553571428571427
Hospital Asociado Universitario Guadarrama,79.05383757251474,51,Hospital Central de la Defensa Gómez Ulla,5,H001,estres_1_base,Base,1.0,1.0,56,20160,hospital,86,19,available,0.5307539682539683,0.2777777777777778
Hospital Asociado Universitario Guadarrama,54.25678604248282,0,Hospital Cantoblanco,1,H002,estres_1_base,Base,1.0,1.0,27,20160,hospital,86,19,available,0.13392857142857142,0.13392857142857142
Hospital El Escorial,68.04702429668677,0,Hospital Universitario Puerta de Hierro Majadahonda,1,H003,estres_1_base,Base,1.0,1.0,18,20160,hospital,86,19,available,0.08928571428571429,0.08928571428571429
Hospital General Universitario Gregorio Marañón,79.35125509766908,0,Hospital Universitario Puerta de Hierro Majadahonda,1,H004,estres_1_base,Base,1.0,1.0,18,20160,hospital,86,19,available,0.08928571428571429,0.08928571428571429
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H005,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H006,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario 12 de Octubre,100.0,0,Hospital Universitario 12 de Octubre,0,H007,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario de Fuenlabrada,100.0,0,Hospital Universitario de Fuenlabrada,0,H008,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario de Torrejón,100.0,0,Hospital Universitario de Torrejón,0,H009,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario del Sureste,100.0,0,Hospital Universitario del Sureste,0,H010,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario Infanta Cristina,58.018051892308456,0,Hospital Universitario Dr. Rodríguez Lafora,1,H011,estres_1_base,Base,1.0,1.0,26,20160,hospital,86,19,available,0.12896825396825395,0.12896825396825395
Hospital Universitario Infanta Elena,100.0,0,Hospital Universitario Infanta Elena,0,H012,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario Infanta Sofía,55.20051911550923,0,Hospital Universitario José Germain,3,H013,estres_1_base,Base,1.0,1.0,26,20160,hospital,86,19,available,0.12896825396825395,0.12896825396825395
Hospital Universitario Infanta Sofía,81.39009801861107,0,Hospital Carlos III,1,H014,estres_1_base,Base,1.0,1.0,12,20160,hospital,86,19,available,0.05952380952380953,0.05952380952380953
Hospital Universitario José Germain,52.20335386384627,0,Hospital Universitario de Getafe,3,H015,estres_1_base,Base,1.0,1.0,30,20160,hospital,86,19,available,0.1488095238095238,0.1488095238095238
Hospital Universitario La Paz,77.04716123239909,0,Hospital Universitario de Getafe,1,H016,estres_1_base,Base,1.0,1.0,13,20160,hospital,86,19,available,0.06448412698412698,0.06448412698412698
Hospital Universitario Príncipe de Asturias,100.0,0,Hospital Universitario Príncipe de Asturias,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H018,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H019,estres_1_base,Base,1.0,1.0,0,20160,hospital,86,19,available,0.0,0.0
Hospital Universitario Ramón y Cajal,77.08206854672129,0,Hospital Universitario José Germain,1,H020,estres_1_base,Base,1.0,1.0,15,20160,hospital,86,19,available,0.0744047619047619,0.0744047619047619
BASE NOROESTE,34.2849600791513,1242,BASE NOROESTE,137,B001,estres_1_base,Base,1.0,1.0,1210,20160,base,87,20,available,12.162698412698413,6.001984126984127
BASE NOROESTE,37.84457076640334,1481,BASE NOROESTE,165,B002,estres_1_base,Base,1.0,1.0,1468,20160,base,87,20,available,14.627976190476192,7.2817460317460325
BASE NORTE CAPITAL,43.5957100487193,3234,BASE NORTE CAPITAL,357,B003,estres_1_base,Base,1.0,1.0,3188,20160,base,87,20,available,31.855158730158728,15.813492063492063
BASE NORTE CAPITAL,100.0,3071,BASE NORTE CAPITAL,317,B004,estres_1_base,Base,1.0,1.0,2996,20160,base,87,20,available,30.09424603174603,14.86111111111111
BASE NORTE CAPITAL,29.49892998265885,3140,BASE NORTE CAPITAL,360,B005,estres_1_base,Base,1.0,1.0,3120,20160,base,87,20,available,31.051587301587304,15.476190476190476
BASE NORTE CAPITAL,31.727891009828156,3170,BASE NORTE CAPITAL,335,B006,estres_1_base,Base,1.0,1.0,3154,20160,base,87,20,available,31.36904761904762,15.644841269841269
BASE ESTE CORREDOR,20.230062470792955,1610,BASE ESTE CORREDOR,97,B007,estres_1_base,Base,1.0,1.0,1616,20160,base,87,20,available,16.001984126984127,8.015873015873016
BASE ESTE CORREDOR,58.26638077766155,1312,BASE ESTE CORREDOR,85,B008,estres_1_base,Base,1.0,1.0,1284,20160,base,87,20,available,12.876984126984127,6.369047619047619
BASE ESTE CORREDOR,43.925570329168266,1802,BASE ESTE CORREDOR,124,B009,estres_1_base,Base,1.0,1.0,1862,20160,base,87,20,available,18.174603174603174,9.23611111111111
BASE ESTE CORREDOR,21.418438189356703,1163,BASE ESTE CORREDOR,80,B010,estres_1_base,Base,1.0,1.0,1174,20160,base,87,20,available,11.592261904761905,5.823412698412699
BASE SUR FUENLABRADA,45.8187099195869,2030,BASE SUR FUENLABRADA,216,B011,estres_1_base,Base,1.0,1.0,2010,20160,base,87,20,available,20.03968253968254,9.970238095238097
BASE SUR FUENLABRADA,45.102826811480995,2260,BASE SUR FUENLABRADA,238,B012,estres_1_base,Base,1.0,1.0,2208,20160,base,87,20,available,22.16269841269841,10.952380952380953
BASE SUR FUENLABRADA,22.87981365516347,2042,BASE SUR FUENLABRADA,233,B013,estres_1_base,Base,1.0,1.0,2022,20160,base,87,20,available,20.158730158730158,10.029761904761905
Hospital Asociado Universitario Guadarrama,20.095918067609816,0,Hospital Universitario Infanta Elena,1,H001,estres_1_base,Base,1.0,1.0,43,20160,hospital,87,20,available,0.21329365079365079,0.21329365079365079
Hospital Asociado Universitario Guadarrama,48.77519040576321,0,Hospital Universitario de Móstoles,1,H002,estres_1_base,Base,1.0,1.0,29,20160,hospital,87,20,available,0.14384920634920637,0.14384920634920637
Hospital El Escorial,34.39034574222575,0,Hospital Universitario Infanta Cristina,1,H003,estres_1_base,Base,1.0,1.0,35,20160,hospital,87,20,available,0.1736111111111111,0.1736111111111111
Hospital General Universitario Gregorio Marañón,60.71814775729577,0,Hospital Universitario Infanta Cristina,2,H004,estres_1_base,Base,1.0,1.0,23,20160,hospital,87,20,available,0.1140873015873016,0.1140873015873016
Hospital La Fuenfría,55.86125968061397,55,Hospital Universitario La Paz,3,H005,estres_1_base,Base,1.0,1.0,74,20160,hospital,87,20,available,0.6398809523809523,0.36706349206349204
Hospital La Fuenfría,100.0,0,Hospital La Fuenfría,0,H006,estres_1_base,Base,1.0,1.0,0,20160,hospital,87,20,available,0.0,0.0
Hospital Universitario 12 de Octubre,78.43238446028015,0,Hospital Enfermera Isabel Zendal,1,H007,estres_1_base,Base,1.0,1.0,12,20160,hospital,87,20,available,0.05952380952380953,0.05952380952380953
Hospital Universitario de Fuenlabrada,100.0,0,Hospital Universitario de Fuenlabrada,0,H008,estres_1_base,Base,1.0,1.0,0,20160,hospital,87,20,available,0.0,0.0
Hospital Universitario de Torrejón,100.0,0,Hospital Universitario de Torrejón,0,H009,estres_1_base,Base,1.0,1.0,0,20160,hospital,87,20,available,0.0,0.0
Hospital Universitario del Sureste,80.4541804299813,0,Hospital Virgen de la Torre,1,H010,estres_1_base,Base,1.0,1.0,17,20160,hospital,87,20,available,0.08432539682539683,0.08432539682539683
Hospital Universitario Infanta Cristina,54.04283745081667,0,Hospital Cantoblanco,1,H011,estres_1_base,Base,1.0,1.0,28,20160,hospital,87,20,available,0.1388888888888889,0.1388888888888889
Hospital Universitario Infanta Elena,71.93529914039446,0,Hospital Universitario del Sureste,1,H012,estres_1_base,Base,1.0,1.0,18,20160,hospital,87,20,available,0.08928571428571429,0.08928571428571429
Hospital Universitario Infanta Sofía,47.04939899917947,0,Hospital General Universitario Gregorio Marañón,2,H013,estres_1_base,Base,1.0,1.0,29,20160,hospital,87,20,available,0.14384920634920637,0.14384920634920637
Hospital Universitario Infanta Sofía,100.0,0,Hospital Universitario Infanta Sofía,0,H014,estres_1_base,Base,1.0,1.0,0,20160,hospital,87,20,available,0.0,0.0
Hospital Universitario José Germain,88.43341145745924,0,Hospital Universitario de Fuenlabrada,1,H015,estres_1_base,Base,1.0,1.0,7,20160,hospital,87,20,available,0.034722222222222224,0.034722222222222224
Hospital Universitario La Paz,78.26368283109758,0,Hospital Universitario Puerta de Hierro Majadahonda,1,H016,estres_1_base,Base,1.0,1.0,13,20160,hospital,87,20,available,0.06448412698412698,0.06448412698412698
Hospital Universitario Príncipe de Asturias,100.0,0,Hospital Universitario Príncipe de Asturias,0,H017,estres_1_base,Base,1.0,1.0,0,20160,hospital,87,20,available,0.0,0.0
Hospital Universitario Puerta de Hierro Majadahonda,78.96920599943184,0,Hospital Universitario Dr. Rodríguez Lafora,1,H018,estres_1_base,Base,1.0,1.0,12,20160,hospital,87,20,available,0.05952380952380953,0.05952380952380953
Hospital Universitario Puerta de Hierro Majadahonda,100.0,0,Hospital Universitario Puerta de Hierro Majadahonda,0,H019,estres_1_base,Base,1.0,1.0,0,20160,hospital,87,20,available,0.0,0.0
Hospital Universitario Ramón y Cajal,85.09802417447413,0,Hospital Central de la Defensa Gómez Ulla,1,H020,estres_1_base,Base,1.0,1.0,8,20160,hospital,87,20,available,0.03968253968253968,0.03968253968253968
BASE NOROESTE,58.008491868289354,2160,BASE NOROESTE,234,B001,estres_2_moderado,Moderado,1.5,1.25,2142,20160,base,68,1,available,21.33928571428571,10.625
BASE NOROESTE,35.780115982462746,2030,BASE NOROESTE,222,B002,estres_2_moderado,Moderado,1.5,1.25,1994,20160,base,68,1,available,19.960317460317462,9.890873015873016
BASE NORTE CAPITAL,100.0,5153,BASE NORTE CAPITAL,568,B003,estres_2_moderado,Moderado,1.5,1.25,5060,20160,base,68,1,available,50.65972222222223,25.099206349206348
BASE NORTE CAPITAL,100.0,4923,BASE NORTE CAPITAL,521,B004,estres_2_moderado,Moderado,1.5,1.25,4808,20160,base,68,1,available,48.26884920634921,23.84920634920635
BASE NORTE CAPITAL,100.0,4823,BASE NORTE CAPITAL,514,B005,estres_2_moderado,Moderado,1.5,1.25,4726,20160,base,68,1,available,47.36607142857142,23.442460317460316
BASE NORTE CAPITAL,25.342020212589663,4785,BASE NORTE CAPITAL,520,B006,estres_2_moderado,Moderado,1.5,1.25,4716,20160,base,68,1,available,47.12797619047619,23.392857142857142
