ruta,organos_totales,organos_fuera_isquemia,pendientes_por_corte,organos_a_tiempo,tiempo_medio_min,espera_media_min,incidencias
Hospital Universitario Rey Juan Carlos → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,19.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,13.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario Infanta Leonor,1,0,0,1,17.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario Príncipe de Asturias,1,0,0,1,41.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,10.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario de Fuenlabrada,1,0,0,1,5.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario de Getafe,1,0,0,1,10.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario de Torrejón,1,0,0,1,28.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario del Sureste,1,0,0,1,26.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Virgen de la Torre,1,0,0,1,15.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Cantoblanco,1,0,0,1,13.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,4.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,6.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario 12 de Octubre,1,0,0,1,5.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,9.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario Príncipe de Asturias,1,0,0,1,23.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario Ramón y Cajal,1,0,0,1,6.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario de Getafe,1,0,0,1,11.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario de La Princesa,1,0,0,1,2.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Asociado Universitario Guadarrama,1,0,0,1,36.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Carlos III,1,0,0,1,13.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,7.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Enfermera Isabel Zendal,1,0,0,1,30.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Infantil Universitario Niño Jesús,1,0,0,1,10.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,20.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,12.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Infanta Elena,1,0,0,1,16.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,13.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Ramón y Cajal,1,0,0,1,14.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario de Móstoles,1,0,0,1,11.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario del Sureste,1,0,0,1,18.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Carlos III,1,0,0,1,20.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital General Universitario Gregorio Marañón,1,0,0,1,18.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario General de Villalba,1,0,0,1,45.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario Infanta Cristina,1,0,0,1,5.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario Infanta Elena,1,0,0,1,9.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario Santa Cristina,1,0,0,1,17.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario de Getafe,1,0,0,1,5.0,0.0,0
Hospital Universitario de Getafe → Hospital Asociado Universitario Guadarrama,1,0,0,1,38.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,19.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Infanta Elena,1,0,0,1,11.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Príncipe de Asturias,1,0,0,1,48.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Rey Juan Carlos,1,0,0,1,8.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario de Torrejón,1,0,0,1,23.0,0.0,0
Hospital Universitario de La Princesa → Hospital Carlos III,1,0,0,1,7.0,0.0,0
Hospital Universitario de La Princesa → Hospital El Escorial,1,0,0,1,45.0,0.0,0
Hospital Universitario de La Princesa → Hospital Enfermera Isabel Zendal,1,0,0,1,7.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario 12 de Octubre,1,0,0,1,4.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,5.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario Infanta Cristina,1,0,0,1,19.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario Infanta Elena,1,0,0,1,22.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario Ramón y Cajal,1,0,0,1,8.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario de Torrejón,1,0,0,1,27.0,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario del Henares,1,0,0,1,8.0,0.0,0
Hospital Universitario de La Princesa → Hospital Virgen de la Torre,1,0,0,1,6.0,0.0,0
Hospital Universitario de Móstoles → Hospital Cantoblanco,1,0,0,1,25.0,0.0,0
Hospital Universitario de Móstoles → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,15.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Fundación Alcorcón,1,0,0,1,11.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,21.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Infanta Leonor,1,0,0,1,16.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario José Germain,1,0,0,1,9.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Príncipe de Asturias,1,0,0,1,39.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Severo Ochoa,1,0,0,1,6.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario de La Princesa,1,0,0,1,16.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario del Sureste,1,0,0,1,26.0,0.0,0
Hospital Universitario de Torrejón → Hospital Carlos III,1,0,0,1,23.0,0.0,0
Hospital Universitario de Torrejón → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,15.0,0.0,0
Hospital Universitario de Torrejón → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,28.0,0.0,0
Hospital Universitario de Torrejón → Hospital Clínico San Carlos,1,0,0,1,16.0,0.0,0
Hospital Universitario de Torrejón → Hospital Infantil Universitario Niño Jesús,1,0,0,1,16.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,15.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario Fundación Alcorcón,1,0,0,1,27.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,25.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario Rey Juan Carlos,1,0,0,1,31.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario Santa Cristina,1,0,0,1,15.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario de Fuenlabrada,1,0,0,1,31.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario de La Princesa,1,0,0,1,14.0,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario del Henares,1,0,0,1,6.0,0.0,0
Hospital Universitario del Henares → Hospital Cantoblanco,1,0,0,1,19.0,0.0,0
Hospital Universitario del Henares → Hospital El Escorial,1,0,0,1,36.0,0.0,0
Hospital Universitario del Henares → Hospital Enfermera Isabel Zendal,1,0,0,1,6.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,21.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario Fundación Alcorcón,1,0,0,1,20.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario General de Villalba,1,0,0,1,32.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario Infanta Elena,1,0,0,1,19.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario José Germain,1,0,0,1,17.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario Príncipe de Asturias,1,0,0,1,12.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario Santa Cristina,1,0,0,1,9.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario de Móstoles,1,0,0,1,27.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario de Torrejón,1,0,0,1,6.0,0.0,0
Hospital Universitario del Henares → Hospital Universitario del Sureste,1,0,0,1,15.0,0.0,0
Hospital Universitario del Sureste → Hospital Cantoblanco,1,0,0,1,26.0,0.0,0
Hospital Universitario del Sureste → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,31.0,0.0,0
Hospital Universitario del Sureste → Hospital Enfermera Isabel Zendal,1,0,0,1,29.0,0.0,0
Hospital Universitario del Sureste → Hospital Infantil Universitario Niño Jesús,1,0,0,1,15.0,0.0,0
Hospital Universitario del Sureste → Hospital Universitario 12 de Octubre,1,0,0,1,15.0,0.0,0
Hospital Universitario del Sureste → Hospital Universitario General de Villalba,1,0,0,1,41.0,0.0,0
Hospital Universitario del Sureste → Hospital Universitario Príncipe de Asturias,1,0,0,1,19.0,0.0,0
Hospital Universitario del Sureste → Hospital Universitario Santa Cristina,1,0,0,1,15.0,0.0,0
Hospital Universitario del Sureste → Hospital Universitario de La Princesa,1,0,0,1,16.0,0.0,0
Hospital Universitario del Sureste → Hospital Universitario de Móstoles,1,0,0,1,26.0,0.0,0
Hospital Virgen de la Torre → Hospital Cantoblanco,1,0,0,1,14.0,0.0,0
Hospital Virgen de la Torre → Hospital Carlos III,1,0,0,1,14.0,0.0,0
Hospital Virgen de la Torre → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,11.0,0.0,0
Hospital Virgen de la Torre → Hospital El Escorial,1,0,0,1,44.0,0.0,0
Hospital Virgen de la Torre → Hospital General Universitario Gregorio Marañón,1,0,0,1,10.0,0.0,0
Hospital Virgen de la Torre → Hospital Infantil Universitario Niño Jesús,1,0,0,1,5.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Infanta Sofía,1,0,0,1,22.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario José Germain,1,0,0,1,13.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario La Paz,1,0,0,1,12.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Príncipe de Asturias,1,0,0,1,24.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,17.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Rey Juan Carlos,1,0,0,1,19.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Santa Cristina,1,0,0,1,4.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario de Fuenlabrada,1,0,0,1,19.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario de Móstoles,1,0,0,1,15.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario de Torrejón,1,0,0,1,12.0,0.0,0
Hospital Virgen de la Torre → Hospital Universitario del Sureste,1,0,0,1,15.0,0.0,0
