ruta,organos_totales,organos_fuera_isquemia,pendientes_por_corte,organos_a_tiempo,tiempo_medio_min,espera_media_min,incidencias
Hospital Asociado Universitario Guadarrama → Hospital Universitario de Móstoles,1,0,0,1,29.0,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Universitario del Sureste,1,0,0,1,53.0,0.0,0
Hospital Cantoblanco → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,20.0,0.0,0
Hospital Cantoblanco → Hospital Universitario 12 de Octubre,1,0,0,1,17.0,0.0,0
Hospital Cantoblanco → Hospital Universitario General de Villalba,1,0,0,1,31.0,0.0,0
Hospital Cantoblanco → Hospital Universitario Infanta Elena,1,0,0,1,29.0,0.0,0
Hospital Cantoblanco → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,19.0,0.0,0
Hospital Cantoblanco → Hospital Universitario Santa Cristina,1,0,0,1,9.0,0.0,0
Hospital Cantoblanco → Hospital Universitario de Fuenlabrada,1,0,0,1,24.0,0.0,0
Hospital Cantoblanco → Hospital Universitario de Getafe,1,0,0,1,22.0,0.0,0
Hospital Cantoblanco → Hospital Universitario de Torrejón,1,0,0,1,34.0,0.0,0
Hospital Cantoblanco → Hospital Virgen de la Torre,1,0,0,1,20.0,0.0,0
Hospital Carlos III → Hospital Cantoblanco,1,0,0,1,9.0,0.0,0
Hospital Carlos III → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,3.0,0.0,0
Hospital Carlos III → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,14.0,0.0,0
Hospital Carlos III → Hospital El Escorial,1,0,0,1,37.0,0.0,0
Hospital Carlos III → Hospital Enfermera Isabel Zendal,1,0,0,1,9.0,0.0,0
Hospital Carlos III → Hospital General Universitario Gregorio Marañón,1,0,0,1,9.0,0.0,0
Hospital Carlos III → Hospital Universitario 12 de Octubre,1,0,0,1,8.0,0.0,0
Hospital Carlos III → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,6.0,0.0,0
Hospital Carlos III → Hospital Universitario Infanta Cristina,1,0,0,1,22.0,0.0,0
Hospital Carlos III → Hospital Universitario Infanta Leonor,1,0,0,1,10.0,0.0,0
Hospital Carlos III → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,14.0,0.0,0
Hospital Carlos III → Hospital Universitario Santa Cristina,1,0,0,1,4.0,0.0,0
Hospital Carlos III → Hospital Universitario Severo Ochoa,1,0,0,1,16.0,0.0,0
Hospital Carlos III → Hospital Universitario del Sureste,1,0,0,1,23.0,0.0,0
Hospital Carlos III → Hospital Virgen de la Torre,1,0,0,1,9.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Carlos III,1,0,0,1,4.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Clínico San Carlos,1,0,0,1,1.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital La Fuenfría,1,0,0,1,32.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,2.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario General de Villalba,1,0,0,1,26.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Infanta Cristina,1,0,0,1,20.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Infanta Elena,1,0,0,1,19.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Infanta Sofía,1,0,0,1,10.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Ramón y Cajal,1,0,0,1,6.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Rey Juan Carlos,1,0,0,1,15.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Santa Cristina,1,0,0,1,4.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario de Fuenlabrada,1,0,0,1,15.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario de La Princesa,1,0,0,1,3.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario de Móstoles,1,0,0,1,17.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Carlos III,1,0,0,1,12.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Enfermera Isabel Zendal,1,0,0,1,16.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital General Universitario Gregorio Marañón,1,0,0,1,8.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital La Fuenfría,1,0,0,1,33.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario 12 de Octubre,1,0,0,1,3.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario Infanta Elena,1,0,0,1,17.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario Infanta Leonor,1,0,0,1,9.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario José Germain,1,0,0,1,5.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario Rey Juan Carlos,1,0,0,1,11.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario Santa Cristina,1,0,0,1,16.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario de Fuenlabrada,1,0,0,1,12.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario del Sureste,1,0,0,1,23.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Virgen de la Torre,1,0,0,1,8.0,0.0,0
Hospital Clínico San Carlos → Hospital Asociado Universitario Guadarrama,1,0,0,1,30.0,0.0,0
Hospital Clínico San Carlos → Hospital Carlos III,1,0,0,1,4.0,0.0,0
Hospital Clínico San Carlos → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,4.0,0.0,0
Hospital Clínico San Carlos → Hospital General Universitario Gregorio Marañón,1,0,0,1,4.0,0.0,0
Hospital Clínico San Carlos → Hospital Infantil Universitario Niño Jesús,1,0,0,1,8.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario 12 de Octubre,1,0,0,1,7.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,11.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario Fundación Alcorcón,1,0,0,1,11.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,2.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario Infanta Leonor,1,0,0,1,11.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario Príncipe de Asturias,1,0,0,1,29.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario de Getafe,1,0,0,1,13.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario de Torrejón,1,0,0,1,23.0,0.0,0
Hospital Clínico San Carlos → Hospital Universitario del Sureste,1,0,0,1,23.0,0.0,0
Hospital El Escorial → Hospital Cantoblanco,1,0,0,1,29.0,0.0,0
Hospital El Escorial → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,26.0,0.0,0
Hospital El Escorial → Hospital Enfermera Isabel Zendal,1,0,0,1,34.0,0.0,0
Hospital El Escorial → Hospital Infantil Universitario Niño Jesús,1,0,0,1,29.0,0.0,0
Hospital El Escorial → Hospital Universitario General de Villalba,1,0,0,1,8.0,0.0,0
Hospital El Escorial → Hospital Universitario Infanta Sofía,1,0,0,1,29.0,0.0,0
Hospital El Escorial → Hospital Universitario José Germain,1,0,0,1,32.0,0.0,0
Hospital El Escorial → Hospital Universitario Ramón y Cajal,1,0,0,1,26.0,0.0,0
Hospital El Escorial → Hospital Universitario de Fuenlabrada,1,0,0,1,29.0,0.0,0
Hospital El Escorial → Hospital Universitario de La Princesa,1,0,0,1,28.0,0.0,0
Hospital El Escorial → Hospital Universitario de Móstoles,1,0,0,1,26.0,0.0,0
Hospital El Escorial → Hospital Virgen de la Torre,1,0,0,1,51.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Asociado Universitario Guadarrama,1,0,0,1,30.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Clínico San Carlos,1,0,0,1,14.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital El Escorial,1,0,0,1,41.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital General Universitario Gregorio Marañón,1,0,0,1,11.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Fundación Alcorcón,1,0,0,1,23.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Infanta Cristina,1,0,0,1,25.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Ramón y Cajal,1,0,0,1,10.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Santa Cristina,1,0,0,1,12.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Asociado Universitario Guadarrama,1,0,0,1,37.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,11.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Enfermera Isabel Zendal,1,0,0,1,6.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario 12 de Octubre,1,0,0,1,5.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,9.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario General de Villalba,1,0,0,1,29.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario Infanta Leonor,1,0,0,1,4.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario La Paz,1,0,0,1,5.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario Rey Juan Carlos,1,0,0,1,16.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario del Henares,1,0,0,1,8.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Virgen de la Torre,1,0,0,1,4.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Asociado Universitario Guadarrama,1,0,0,1,33.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Carlos III,1,0,0,1,8.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,5.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Clínico San Carlos,1,0,0,1,8.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Enfermera Isabel Zendal,1,0,0,1,10.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario General de Villalba,1,0,0,1,26.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario La Paz,1,0,0,1,9.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario Príncipe de Asturias,1,0,0,1,27.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario Rey Juan Carlos,1,0,0,1,19.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario Severo Ochoa,1,0,0,1,9.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario de Getafe,1,0,0,1,10.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario de Torrejón,1,0,0,1,17.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario del Sureste,1,0,0,1,15.0,0.0,0
Hospital La Fuenfría → Hospital Cantoblanco,1,0,0,1,41.0,0.0,0
Hospital La Fuenfría → Hospital Carlos III,1,0,0,1,30.0,0.0,0
Hospital La Fuenfría → Hospital Enfermera Isabel Zendal,1,0,0,1,33.0,0.0,0
Hospital La Fuenfría → Hospital Universitario 12 de Octubre,1,0,0,1,39.0,0.0,0
Hospital La Fuenfría → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,27.0,0.0,0
Hospital La Fuenfría → Hospital Universitario Fundación Alcorcón,1,0,0,1,33.0,0.0,0
Hospital La Fuenfría → Hospital Universitario de Fuenlabrada,1,0,0,1,38.0,0.0,0
Hospital La Fuenfría → Hospital Universitario de La Princesa,1,0,0,1,33.0,0.0,0
Hospital La Fuenfría → Hospital Universitario de Móstoles,1,0,0,1,58.0,0.0,0
Hospital La Fuenfría → Hospital Universitario del Henares,1,0,0,1,40.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Asociado Universitario Guadarrama,1,0,0,1,34.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Cantoblanco,1,0,0,1,18.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Carlos III,1,0,0,1,9.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,3.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,14.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Universitario General de Villalba,1,0,0,1,32.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Universitario Severo Ochoa,1,0,0,1,6.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Cantoblanco,1,0,0,1,5.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,9.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,17.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Infantil Universitario Niño Jesús,1,0,0,1,12.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario 12 de Octubre,1,0,0,1,13.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario Infanta Cristina,1,0,0,1,39.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario José Germain,1,0,0,1,35.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario Príncipe de Asturias,1,0,0,1,22.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario de La Princesa,1,0,0,1,16.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario del Henares,1,0,0,1,20.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario del Sureste,1,0,0,1,31.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Virgen de la Torre,1,0,0,1,16.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Enfermera Isabel Zendal,1,0,0,1,23.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital General Universitario Gregorio Marañón,1,0,0,1,11.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital La Fuenfría,1,0,0,1,35.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,18.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,11.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario Príncipe de Asturias,1,0,0,1,33.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario de Fuenlabrada,1,0,0,1,5.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario del Henares,1,0,0,1,18.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario del Sureste,1,0,0,1,22.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital El Escorial,1,0,0,1,27.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Infantil Universitario Niño Jesús,1,0,0,1,4.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario 12 de Octubre,1,0,0,1,11.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario General de Villalba,1,0,0,1,24.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario Infanta Sofía,1,0,0,1,12.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario Santa Cristina,1,0,0,1,3.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario de Fuenlabrada,1,0,0,1,18.0,0.0,0
Hospital Universitario General de Villalba → Hospital Carlos III,1,0,0,1,32.0,0.0,0
Hospital Universitario General de Villalba → Hospital Central de la Defensa Gómez Ulla,1,0,0,1,29.0,0.0,0
Hospital Universitario General de Villalba → Hospital Clínico San Carlos,1,0,0,1,30.0,0.0,0
Hospital Universitario General de Villalba → Hospital Enfermera Isabel Zendal,1,0,0,1,31.0,0.0,0
Hospital Universitario General de Villalba → Hospital General Universitario Gregorio Marañón,1,0,0,1,47.0,0.0,0
Hospital Universitario General de Villalba → Hospital La Fuenfría,1,0,0,1,14.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Fundación Alcorcón,1,0,0,1,35.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,23.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario José Germain,1,0,0,1,28.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario La Paz,1,0,0,1,24.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,22.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Ramón y Cajal,1,0,0,1,21.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Rey Juan Carlos,1,0,0,1,32.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario de Fuenlabrada,1,0,0,1,40.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario de La Princesa,1,0,0,1,30.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Carlos III,1,0,0,1,20.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Clínico San Carlos,1,0,0,1,33.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario Príncipe de Asturias,1,0,0,1,33.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario Ramón y Cajal,1,0,0,1,21.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario Severo Ochoa,1,0,0,1,9.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Clínico San Carlos,1,0,0,1,21.0,0.0,0
Hospital Universitario Infanta Elena → Hospital El Escorial,1,0,0,1,45.0,0.0,0
Hospital Universitario Infanta Elena → Hospital La Fuenfría,1,0,0,1,47.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,25.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Fundación Alcorcón,1,0,0,1,14.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Infanta Cristina,1,0,0,1,6.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Infanta Sofía,1,0,0,1,32.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario La Paz,1,0,0,1,30.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Príncipe de Asturias,1,0,0,1,43.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Ramón y Cajal,1,0,0,1,26.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Santa Cristina,1,0,0,1,20.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario de La Princesa,1,0,0,1,18.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario del Sureste,1,0,0,1,18.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Enfermera Isabel Zendal,1,0,0,1,8.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,19.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,12.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario General de Villalba,1,0,0,1,41.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Infanta Cristina,1,0,0,1,21.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Infanta Elena,1,0,0,1,20.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario La Paz,1,0,0,1,9.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,15.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario de Móstoles,1,0,0,1,21.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario del Sureste,1,0,0,1,15.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Carlos III,1,0,0,1,17.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Clínico San Carlos,1,0,0,1,18.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Infantil Universitario Niño Jesús,1,0,0,1,16.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,18.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario Santa Cristina,1,0,0,1,16.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario Severo Ochoa,1,0,0,1,27.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario de Fuenlabrada,1,0,0,1,23.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario de Móstoles,1,0,0,1,28.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario de Torrejón,1,0,0,1,19.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario del Sureste,1,0,0,1,30.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Virgen de la Torre,1,0,0,1,21.0,0.0,0
Hospital Universitario José Germain → Hospital Asociado Universitario Guadarrama,1,0,0,1,35.0,0.0,0
Hospital Universitario José Germain → Hospital Clínico San Carlos,1,0,0,1,9.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario Infanta Cristina,1,0,0,1,12.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario Infanta Elena,1,0,0,1,12.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario Infanta Leonor,1,0,0,1,18.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario Ramón y Cajal,1,0,0,1,14.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario Santa Cristina,1,0,0,1,20.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario Severo Ochoa,1,0,0,1,6.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario de Fuenlabrada,1,0,0,1,4.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario de Getafe,1,0,0,1,4.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario de La Princesa,1,0,0,1,11.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario de Móstoles,1,0,0,1,7.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario de Torrejón,1,0,0,1,25.0,0.0,0
Hospital Universitario José Germain → Hospital Universitario del Sureste,1,0,0,1,20.0,0.0,0
Hospital Universitario La Paz → Hospital Asociado Universitario Guadarrama,1,0,0,1,30.0,0.0,0
Hospital Universitario La Paz → Hospital Carlos III,1,0,0,1,7.0,0.0,0
Hospital Universitario La Paz → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,3.0,0.0,0
Hospital Universitario La Paz → Hospital Clínico San Carlos,1,0,0,1,4.0,0.0,0
Hospital Universitario La Paz → Hospital Infantil Universitario Niño Jesús,1,0,0,1,6.0,0.0,0
Hospital Universitario La Paz → Hospital La Fuenfría,1,0,0,1,42.0,0.0,0
Hospital Universitario La Paz → Hospital Universitario Infanta Elena,1,0,0,1,25.0,0.0,0
Hospital Universitario La Paz → Hospital Universitario Infanta Leonor,1,0,0,1,9.0,0.0,0
Hospital Universitario La Paz → Hospital Universitario Puerta de Hierro Majadahonda,1,0,0,1,13.0,0.0,0
Hospital Universitario La Paz → Hospital Universitario de Getafe,1,0,0,1,19.0,0.0,0
Hospital Universitario La Paz → Hospital Universitario de Torrejón,1,0,0,1,21.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Clínico San Carlos,1,0,0,1,22.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Infantil Universitario Niño Jesús,1,0,0,1,20.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Fundación Jiménez Díaz,1,0,0,1,33.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Infanta Elena,1,0,0,1,41.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Infanta Leonor,1,0,0,1,18.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario José Germain,1,0,0,1,46.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario La Paz,1,0,0,1,19.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Ramón y Cajal,1,0,0,1,20.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Santa Cristina,1,0,0,1,19.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario del Henares,1,0,0,1,14.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario del Sureste,1,0,0,1,17.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Carlos III,1,0,0,1,19.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital La Fuenfría,1,0,0,1,35.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario Infanta Cristina,1,0,0,1,26.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario Infanta Elena,1,0,0,1,21.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario Infanta Leonor,1,0,0,1,27.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario Severo Ochoa,1,0,0,1,13.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario de Fuenlabrada,1,0,0,1,13.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario de Móstoles,1,0,0,1,10.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Virgen de la Torre,1,0,0,1,17.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Asociado Universitario Guadarrama,1,0,0,1,30.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital El Escorial,1,0,0,1,26.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Enfermera Isabel Zendal,1,0,0,1,8.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital General Universitario Gregorio Marañón,1,0,0,1,6.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital La Fuenfría,1,0,0,1,32.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario Dr. Rodríguez Lafora,1,0,0,1,4.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario Infanta Cristina,1,0,0,1,25.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario Santa Cristina,1,0,0,1,6.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario de Fuenlabrada,1,0,0,1,16.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario de Móstoles,1,0,0,1,18.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario del Sureste,1,0,0,1,26.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Central de la Cruz Roja San José y Santa Adela,1,0,0,1,22.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital El Escorial,1,0,0,1,32.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Universitario 12 de Octubre,1,0,0,1,19.0,0.0,0
